config_id,agent,depth,branch_limit,beam_widths,profile,position_id,seed,split,category,turn,sequence_index,remaining_word_count,legal_edge_count,risk_level,selected_edge,start_id,end_id,score,elapsed_time_sec,timed_out,nodes_searched,leaf_evaluations,ordering_evaluations,root_candidate_count,selected_root_candidate_count,completed_root_moves,root_completion_rate,effective_depth,depth_before,depth_after,depth_changed,depth_change_reason,recovery_streak,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_searches,research_count,research_rate,beam_widths_used,legal_move_generation_time_sec,candidate_evaluation_time_sec,candidate_sort_time_sec,root_ordering_time_sec,recursive_ordering_time_sec,leaf_evaluation_time_sec,recursive_other_time_sec,other_time_sec,max_depth_fixed_move_agreement,max_depth_fixed_score_agreement
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,63→63,63,63,-159.0,0.15631483285687864,False,2265,1184,16552,1678,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,14282,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0001907080877572298,0.040212685940787196,0.003068758873268962,0.004290750017389655,0.039464062079787254,0.10448296181857586,0.007860059151425958,2.6291701942682266e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→8,2,8,-79.0,0.18082983302883804,False,2204,1070,17705,29,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,15334,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.542060196399689e-06,0.04552413895726204,0.004019894869998097,8.175009861588478e-05,0.05002303421497345,0.12161299656145275,0.009064053185284138,4.345690831542015e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,1831.25,0.09476762497797608,False,1730,801,14168,37,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,12223,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",6.292015314102173e-06,0.03440164029598236,0.0026709826197475195,0.00011149980127811432,0.037469890201464295,0.050858788657933474,0.0063033211044967175,1.7833197489380836e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,-799.5,0.01258275005966425,False,254,112,2058,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,1771,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.7080456018447876e-06,0.004868255462497473,0.0003541621845215559,9.666895493865013e-06,0.005273153306916356,0.006358448415994644,0.0008751063141971827,6.466708146035671e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.017393208108842373,False,406,159,3348,3,3,3,1.0,6,6,6,False,at_max_depth,0,0,0,2863,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.791166141629219e-06,0.007882910082116723,0.0005852088797837496,1.3625016435980797e-05,0.008560281246900558,0.007390334038063884,0.0014067597221583128,2.0416919142007828e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,-597.0,0.11245054099708796,False,1899,992,15548,1686,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,13645,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0001835830044001341,0.03796859015710652,0.0028019691817462444,0.004264292074367404,0.036914738127961755,0.0640714147593826,0.006988763110712171,2.7749920263886452e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→54,35,54,-190.0,0.04527920810505748,False,734,384,5051,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,4317,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.333886757493019e-06,0.012185607105493546,0.0009879001881927252,9.584007784724236e-06,0.013319217832759023,0.029342982219532132,0.002527883043512702,7.820711471140385e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,-110.0,0.2265453329309821,False,2936,1536,20933,26,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,17997,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.166038706898689e-06,0.05061215511523187,0.00389473675750196,7.762503810226917e-05,0.055063324281945825,0.16114017949439585,0.010245121316984296,1.4916760846972466e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→59,63,59,-569.0,0.017026625107973814,False,335,142,2526,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,2191,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.834006980061531e-06,0.006066588452085853,0.00046716630458831787,1.3625016435980797e-05,0.006595612969249487,0.009169543627649546,0.001176302321255207,6.970716640353203e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999997.0,0.0946944581810385,False,1851,778,14634,23,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,12783,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.95788811147213e-06,0.03534390963613987,0.002685754094272852,7.958291098475456e-05,0.0383215902838856,0.04973595100454986,0.006538875633850694,1.4500459656119347e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,63→63,63,63,-159.0,0.15796150011010468,False,2265,1184,16552,1678,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,14282,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0002115829847753048,0.0404876300599426,0.0031513443682342768,0.0042981249280273914,0.03983577014878392,0.10548652615398169,0.008101411629468203,2.808426506817341e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→8,2,8,-79.0,0.16437404206953943,False,2204,1070,17705,29,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,15334,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.749977961182594e-06,0.041615031426772475,0.003097540233284235,8.233310654759407e-05,0.045119545655325055,0.11135178059339523,0.00780075672082603,1.4876015484333038e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,1831.25,0.09795225015841424,False,1730,801,14168,37,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,12223,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",5.791895091533661e-06,0.03589988127350807,0.002757677109912038,0.00011024996638298035,0.03899318305775523,0.05223820358514786,0.00658798823133111,1.683342270553112e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,-799.5,0.012599832843989134,False,254,112,2058,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,1771,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.6670674085617065e-06,0.004844037117436528,0.0003659187350422144,8.834060281515121e-06,0.0052633220329880714,0.0063769512344151735,0.000884226756170392,6.483169272542e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,,8-6-4-2,aggressive,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.017828624928370118,False,406,159,3348,3,3,3,1.0,6,6,6,False,at_max_depth,0,0,0,2863,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",2.3329630494117737e-06,0.008109495509415865,0.0006286627613008022,1.958315260708332e-05,0.008829937549307942,0.00751896295696497,0.0014350165147334337,2.2791791707277298e-05,True,True
