agent,beam_pruned_move_count,beam_widths,beam_widths_used,branch_limit,candidate_evaluation_time_sec,candidate_sort_time_sec,category,completed_root_moves,config_id,cutoff_count,depth,depth_after,depth_before,depth_change_reason,depth_changed,effective_depth,elapsed_time_sec,end_id,leaf_evaluation_time_sec,leaf_evaluations,legal_edge_count,legal_move_generation_time_sec,nodes_searched,null_window_searches,ordering_evaluations,other_time_sec,position_id,profile,pruned_move_count,recovery_streak,recursive_ordering_time_sec,recursive_other_time_sec,remaining_word_count,research_count,research_rate,risk_level,root_candidate_count,root_completion_rate,root_ordering_time_sec,score,seed,selected_edge,selected_root_candidate_count,sequence_index,split,start_id,timed_out,turn,max_depth_fixed_move_agreement,max_depth_fixed_score_agreement
beam_negamax,2083,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.04076963826082647,0.004351532785221934,few_legal,2,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.12686541583389044,54,0.0701208314858377,192,2,2.8667040169239044e-05,350,0,2433,0.0002992907539010048,seed0_few_legal_t6,standard,0,0,0.04565941239707172,0.010590047109872103,2,0,0.0,critical,2,1.0,0.00016716704703867435,515.5,0,35→54,2,1,tuning,35,False,6,True,True
beam_negamax,8125,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.10227874992415309,0.01649045431986451,early_pruning,8,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.4837845410220325,58,0.3380989236757159,768,26,2.3417174816131592e-05,1400,0,9525,6.474764086306095e-05,seed0_early_pruning_t17,standard,0,0,0.12051667575724423,0.024804442655295134,44,0,0.0,normal,26,1.0,0.00027633411809802055,589.0,0,28→58,8,2,tuning,28,False,17,True,True
beam_negamax,1133,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.011518129846081138,0.0010727937333285809,middle,2,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.03365275007672608,63,0.017909128684550524,82,2,1.0917196050286293e-05,180,0,1313,7.091672159731388e-05,seed0_middle_t27,standard,0,0,0.012710916344076395,0.0028837460558861494,2,0,0.0,critical,2,1.0,6.712507456541061e-05,1047.5,0,63→63,2,3,tuning,63,False,27,True,True
beam_negamax,6727,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.07429982884787023,0.011177658569067717,late,8,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.2319077500142157,28,0.1216149132233113,419,23,1.795799471437931e-05,1013,0,7740,5.962466821074486e-05,seed0_late_t49,standard,0,0,0.08849391620606184,0.02143854578025639,78,0,0.0,normal,23,1.0,0.00028279214166104794,999997.0,0,11→28,8,4,tuning,11,False,49,True,True
beam_negamax,7457,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.10848721954971552,0.01429878338240087,early,8,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.4373059580102563,35,0.26277084089815617,592,1678,0.000707083148881793,1081,0,8543,0.00010045780800282955,seed1_early_t0,standard,0,0,0.11018298449926078,0.047128341626375914,5000,0,0.0,normal,1678,1.0,0.016416250029578805,209.0,1,13→35,8,0,tuning,13,False,0,True,True
beam_negamax,6795,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.08213933021761477,0.012309625279158354,early_pruning,8,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.365686499979347,8,0.2405270733870566,602,29,2.433289773762226e-05,1134,0,7974,6.649992428719997e-05,seed1_early_pruning_t75,standard,0,0,0.09667053841985762,0.028129305224865675,66,0,0.0,normal,29,1.0,0.00026875012554228306,799.5,1,2→8,8,1,tuning,2,False,75,True,True
beam_negamax,5627,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.09087095246650279,0.019889410119503736,middle,8,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.3891322501003742,20,0.24232041323557496,475,37,4.9042049795389175e-05,929,0,6634,0.0001627090387046337,seed1_middle_t120,standard,0,0,0.11342912074178457,0.032749132020398974,90,0,0.0,normal,37,1.0,0.0004218330141156912,799.5,1,9→20,8,2,tuning,9,False,120,True,True
beam_negamax,909,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.019582919543609023,0.0037856660783290863,few_legal,2,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.07213520794175565,2,0.04406325495801866,72,2,6.395881064236164e-05,142,0,1062,0.0002847490832209587,seed1_few_legal_t121,standard,0,0,0.023866503266617656,0.0037910337559878826,4,0,0.0,critical,2,1.0,6.570806726813316e-05,768.0,1,20→2,2,3,tuning,20,False,121,True,True
beam_negamax,1459,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.030913868453353643,0.004084295593202114,late,3,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.08677074988372624,63,0.037089867517352104,114,3,1.337495632469654e-05,247,0,1739,0.00010833400301635265,seed1_late_t236,standard,0,0,0.03558486909605563,0.013897679280489683,4,0,0.0,danger,3,1.0,7.66250304877758e-05,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
beam_negamax,7058,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.10983548662625253,0.01273795054294169,early,8,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.3590867919847369,35,0.20589096867479384,496,1686,0.0007185419090092182,907,0,7969,0.00012312503531575203,seed0_early_t0,aggressive,0,0,0.10088753956370056,0.028005782747641206,5000,0,0.0,normal,1686,1.0,0.023460834054276347,597.0,0,1→35,8,0,tuning,1,False,0,True,True
beam_negamax,2083,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.020804418716579676,0.0019531305879354477,few_legal,2,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.08108133403584361,54,0.05281533906236291,192,2,7.334165275096893e-06,350,0,2433,0.0003873750101774931,seed0_few_legal_t6,aggressive,0,0,0.023060665698722005,0.00475812004879117,2,0,0.0,critical,2,1.0,5.250005051493645e-05,515.5,0,35→54,2,1,tuning,35,False,6,True,True
beam_negamax,8125,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.09874973190017045,0.011767524527385831,early_pruning,8,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.5138026671484113,58,0.3710231746081263,768,26,2.983282320201397e-05,1400,0,9525,6.400118581950665e-05,seed0_early_pruning_t17,aggressive,0,0,0.11220986791886389,0.03000820754095912,44,0,0.0,normal,26,1.0,0.0004675830714404583,589.0,0,28→58,8,2,tuning,28,False,17,True,True
beam_negamax,1133,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.018436126643791795,0.004605330526828766,middle,2,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.060590416891500354,63,0.023922417778521776,82,2,1.0082963854074478e-05,180,0,1313,7.387506775557995e-05,seed0_middle_t27,aggressive,0,0,0.029456621501594782,0.00706508569419384,2,0,0.0,critical,2,1.0,6.233388558030128e-05,1047.5,0,63→63,2,3,tuning,63,False,27,True,True
beam_negamax,6727,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.11275821225717664,0.017752957763150334,late,8,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.34732725005596876,28,0.18002938479185104,419,23,5.687517113983631e-05,1013,0,7740,0.00033404165878891945,seed0_late_t49,aggressive,0,0,0.13294132496230304,0.03361458145081997,78,0,0.0,normal,23,1.0,0.0003510420210659504,999997.0,0,11→28,8,4,tuning,11,False,49,True,True
beam_negamax,7457,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.07957646483555436,0.0073972828686237335,early,8,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.29171166685409844,35,0.18545558699406683,592,1678,0.0005571248475462198,1081,0,8543,9.496021084487438e-05,seed1_early_t0,aggressive,0,0,0.07013261807151139,0.017410335829481483,5000,0,0.0,normal,1678,1.0,0.01806104090064764,209.0,1,13→35,8,0,tuning,13,False,0,True,True
beam_negamax,6795,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.08285712287761271,0.011445749085396528,early_pruning,8,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.4572990839369595,8,0.3318835077807307,602,29,2.245791256427765e-05,1134,0,7974,4.9001071602106094e-05,seed1_early_pruning_t75,aggressive,0,0,0.09656270151026547,0.028518707724288106,66,0,0.0,normal,29,1.0,0.0002627079375088215,799.5,1,2→8,8,1,tuning,2,False,75,True,True
beam_negamax,5627,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.07077503530308604,0.009045750135555863,middle,8,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.25896362494677305,20,0.1543855774216354,475,37,1.9999919459223747e-05,929,0,6634,5.291705019772053e-05,seed1_middle_t120,aggressive,0,0,0.08131320821121335,0.022866214392706752,90,0,0.0,normal,37,1.0,0.0003257079515606165,799.5,1,9→20,8,2,tuning,9,False,120,True,True
beam_negamax,909,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.009550914634019136,0.0017388744745403528,few_legal,2,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.039295833092182875,2,0.022773797158151865,72,2,3.4667085856199265e-05,142,0,1062,0.000374373747035861,seed1_few_legal_t121,aggressive,0,0,0.011315874522551894,0.004493203479796648,4,0,0.0,critical,2,1.0,0.0003039170987904072,768.0,1,20→2,2,3,tuning,20,False,121,True,True
beam_negamax,1459,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.013346539344638586,0.0014798291958868504,late,3,beam_negamax_d5_w8-6-4-2__aggressive,0,5,5,5,at_max_depth,False,5,0.04297399986535311,63,0.024209954543039203,114,3,1.0499963536858559e-05,247,0,1739,0.00012333388440310955,seed1_late_t236,aggressive,0,0,0.015050831949338317,0.0035088383592665195,4,0,0.0,danger,3,1.0,7.054116576910019e-05,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
