match_id,turn,risk_level,beam_won,same_edge,reference_rank,reference_risk_level,reference_attack_score,reference_survival_score,reference_survival_weight,reference_total_score,reference_opponent_legal_word_count,reference_opponent_safe_word_count,reference_opponent_active_edge_type_count,reference_opponent_safe_edge_type_count,reference_opponent_destination_count,reference_opponent_safe_destination_count,reference_own_safe_word_count,reference_own_safe_edge_type_count,reference_own_safe_destination_count,beam_risk_level,beam_attack_score,beam_survival_score,beam_survival_weight,beam_total_score,beam_opponent_legal_word_count,beam_opponent_safe_word_count,beam_opponent_active_edge_type_count,beam_opponent_safe_edge_type_count,beam_opponent_destination_count,beam_opponent_safe_destination_count,beam_own_safe_word_count,beam_own_safe_edge_type_count,beam_own_safe_destination_count
D20000_seed1_pvs_vs_beam_negamax,114,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,110,30,30,normal,-3993.0,0.0,0.0,-3993.0,186,172,43,42,43,42,110,30,30
D20000_seed1_pvs_vs_beam_negamax,116,normal,False,True,6,normal,-3879.0,0.0,0.0,-3879.0,198,156,37,36,37,36,134,31,31,normal,-3879.0,0.0,0.0,-3879.0,198,156,37,36,37,36,134,31,31
D20000_seed1_pvs_vs_beam_negamax,118,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,109,30,30,normal,-3973.0,0.0,0.0,-3973.0,185,171,43,42,43,42,109,30,30
D20000_seed1_pvs_vs_beam_negamax,120,normal,False,True,6,normal,-3953.0,0.0,0.0,-3953.0,184,170,43,42,43,42,133,30,30,normal,-3953.0,0.0,0.0,-3953.0,184,170,43,42,43,42,133,30,30
D20000_seed1_pvs_vs_beam_negamax,122,normal,False,True,6,normal,-3923.0,0.0,0.0,-3923.0,183,169,42,41,42,41,132,30,30,normal,-3923.0,0.0,0.0,-3923.0,183,169,42,41,42,41,132,30,30
D20000_seed1_pvs_vs_beam_negamax,124,normal,False,True,1,normal,-896.5,0.0,0.0,-896.5,39,32,20,19,20,19,33,19,19,normal,-896.5,0.0,0.0,-896.5,39,32,20,19,20,19,33,19,19
D20000_seed1_pvs_vs_beam_negamax,126,normal,False,False,14,normal,-3903.0,0.0,0.0,-3903.0,182,168,42,41,42,41,155,36,36,normal,-866.5,0.0,0.0,-866.5,38,31,19,18,19,18,155,36,36
D20000_seed1_pvs_vs_beam_negamax,128,normal,False,True,1,normal,-484.0,0.0,0.0,-484.0,27,15,8,7,8,7,249,52,52,normal,-484.0,0.0,0.0,-484.0,27,15,8,7,8,7,249,52,52
D20000_seed1_pvs_vs_beam_negamax,130,normal,False,True,1,normal,-464.0,0.0,0.0,-464.0,26,14,8,7,8,7,248,52,52,normal,-464.0,0.0,0.0,-464.0,26,14,8,7,8,7,248,52,52
D20000_seed1_pvs_vs_beam_negamax,132,normal,False,False,5,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,247,51,51,normal,-846.5,0.0,0.0,-846.5,37,30,19,18,19,18,247,51,51
D20000_seed1_pvs_vs_beam_negamax,134,normal,False,True,1,normal,-444.0,0.0,0.0,-444.0,25,13,8,7,8,7,47,20,20,normal,-444.0,0.0,0.0,-444.0,25,13,8,7,8,7,47,20,20
D20000_seed1_pvs_vs_beam_negamax,136,normal,False,False,5,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,246,51,51,normal,-816.5,0.0,0.0,-816.5,36,29,18,17,18,17,246,51,51
D20000_seed1_pvs_vs_beam_negamax,138,normal,False,True,1,normal,-424.0,0.0,0.0,-424.0,24,12,8,7,8,7,82,27,27,normal,-424.0,0.0,0.0,-424.0,24,12,8,7,8,7,82,27,27
D20000_seed1_pvs_vs_beam_negamax,140,normal,False,False,1,normal,-786.5,0.0,0.0,-786.5,35,28,17,16,17,16,245,51,51,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,245,51,51
D20000_seed1_pvs_vs_beam_negamax,142,normal,False,False,1,normal,-786.5,0.0,0.0,-786.5,35,28,17,16,17,16,168,41,41,normal,-3423.0,0.0,0.0,-3423.0,157,143,44,43,44,43,168,41,41
D20000_seed1_pvs_vs_beam_negamax,144,normal,False,False,1,normal,-5646.5,0.0,0.0,-5646.5,271,244,52,51,52,51,11,7,7,normal,-6524.0,0.0,0.0,-6524.0,316,284,55,54,55,54,11,7,7
D20000_seed1_pvs_vs_beam_negamax,146,caution,False,False,1,caution,-5646.5,606.5235294117647,0.35,-5434.216764705882,271,244,52,51,52,51,10,6,6,caution,-6755.0,362.8588235294118,0.35,-6627.999411764706,328,298,52,51,52,51,10,6,6
D20000_seed1_pvs_vs_beam_negamax,148,caution,False,False,1,caution,-5646.5,606.5117647058823,0.35,-5434.220882352941,271,244,52,51,52,51,9,5,5,caution,-9213.5,366.45599999999996,0.35,-9085.2404,474,401,51,50,51,50,9,5,5
D20000_seed1_pvs_vs_beam_negamax,150,caution,False,False,1,caution,-5646.5,606.5,0.35,-5434.225,271,244,52,51,52,51,8,5,5,caution,-9193.5,348.39,0.35,-9071.5635,473,400,51,50,51,50,8,5,5
D20000_seed1_pvs_vs_beam_negamax,152,caution,False,False,1,caution,-5646.5,606.4882352941177,0.35,-5434.229117647059,271,244,52,51,52,51,7,4,4,caution,-11299.5,335.9258620689655,0.35,-11181.925948275863,589,488,59,58,59,58,7,4,4
D20000_seed1_pvs_vs_beam_negamax,154,caution,False,False,1,caution,-5646.5,606.4764705882353,0.35,-5434.233235294118,271,244,52,51,52,51,6,4,4,caution,-11279.5,331.9051724137931,0.35,-11163.333189655172,588,487,59,58,59,58,6,4,4
D20000_seed1_pvs_vs_beam_negamax,156,danger,False,False,1,danger,-5646.5,664.7176229508198,0.8,-5114.725901639345,271,244,52,51,52,51,5,4,4,danger,-11259.5,361.79999999999995,0.8,-10970.06,587,486,59,58,59,58,5,4,4
D20000_seed1_pvs_vs_beam_negamax,158,danger,False,False,1,danger,-5646.5,664.4631147540983,0.8,-5114.929508196721,271,244,52,51,52,51,4,3,3,danger,-13240.0,349.24791666666664,0.8,-12960.601666666667,696,576,59,58,59,58,4,3,3
D20000_seed1_pvs_vs_beam_negamax,160,danger,False,False,1,danger,-5646.5,664.4311475409836,0.8,-5114.955081967213,271,244,52,51,52,51,3,3,3,danger,-13220.0,331.7133913043478,0.8,-12954.629286956522,695,575,59,58,59,58,3,3,3
D20000_seed1_pvs_vs_beam_negamax,162,near_death,False,False,1,critical,-5646.5,664.3991803278689,1.5,-4649.901229508197,271,244,52,51,52,51,2,2,2,critical,-26083.5,316.70963541666663,1.5,-25608.435546875,1405,1152,65,64,65,64,2,2,2
D20000_seed1_pvs_vs_beam_negamax,164,near_death,False,True,1,critical,-5646.5,664.3549180327868,1.5,-4649.9676229508195,271,244,52,51,52,51,1,1,1,critical,-5646.5,664.3549180327868,1.5,-4649.9676229508195,271,244,52,51,52,51,1,1,1
D20000_seed1_pvs_vs_beam_negamax,166,normal,False,False,10,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,107,29,29,normal,-786.5,0.0,0.0,-786.5,35,28,17,16,17,16,107,29,29
D20000_seed1_pvs_vs_beam_negamax,168,normal,False,True,1,normal,-756.5,0.0,0.0,-756.5,34,27,16,15,16,15,167,41,41,normal,-756.5,0.0,0.0,-756.5,34,27,16,15,16,15,167,41,41
D20000_seed1_pvs_vs_beam_negamax,170,normal,False,True,2,normal,-3393.0,0.0,0.0,-3393.0,156,142,43,42,43,42,106,28,28,normal,-3393.0,0.0,0.0,-3393.0,156,142,43,42,43,42,106,28,28
D20000_seed1_pvs_vs_beam_negamax,172,normal,False,True,1,normal,-3363.0,0.0,0.0,-3363.0,155,141,42,41,42,41,54,14,14,normal,-3363.0,0.0,0.0,-3363.0,155,141,42,41,42,41,54,14,14
D20000_seed1_pvs_vs_beam_negamax,174,normal,False,True,1,normal,-3333.0,0.0,0.0,-3333.0,154,140,41,40,41,40,105,28,28,normal,-3333.0,0.0,0.0,-3333.0,154,140,41,40,41,40,105,28,28
D20000_seed1_pvs_vs_beam_negamax,176,normal,False,True,7,normal,-3293.0,0.0,0.0,-3293.0,152,138,41,40,41,40,139,40,40,normal,-3293.0,0.0,0.0,-3293.0,152,138,41,40,41,40,139,40,40
D20000_seed1_pvs_vs_beam_negamax,178,normal,False,True,7,normal,-3253.0,0.0,0.0,-3253.0,150,136,41,40,41,40,137,40,40,normal,-3253.0,0.0,0.0,-3253.0,150,136,41,40,41,40,137,40,40
D20000_seed1_pvs_vs_beam_negamax,180,normal,False,True,7,normal,-3213.0,0.0,0.0,-3213.0,148,134,41,40,41,40,135,40,40,normal,-3213.0,0.0,0.0,-3213.0,148,134,41,40,41,40,135,40,40
D20000_seed1_pvs_vs_beam_negamax,182,normal,False,False,11,normal,-3853.0,0.0,0.0,-3853.0,180,166,41,40,41,40,133,39,39,normal,-2756.5,0.0,0.0,-2756.5,136,109,33,32,33,32,133,39,39
D20000_seed1_pvs_vs_beam_negamax,184,normal,False,False,11,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,26,14,14,normal,-7018.5,0.0,0.0,-7018.5,361,298,47,46,47,46,26,14,14
D20000_seed1_pvs_vs_beam_negamax,186,normal,False,True,8,normal,-8365.5,0.0,0.0,-8365.5,418,369,53,52,53,52,25,13,13,normal,-8365.5,0.0,0.0,-8365.5,418,369,53,52,53,52,25,13,13
D20000_seed1_pvs_vs_beam_negamax,188,normal,False,False,10,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,24,13,13,normal,-8345.5,0.0,0.0,-8345.5,417,368,53,52,53,52,24,13,13
D20000_seed1_pvs_vs_beam_negamax,190,normal,False,False,9,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,23,12,12,normal,-626.5,0.0,0.0,-626.5,29,22,13,12,13,12,23,12,12
D20000_seed1_pvs_vs_beam_negamax,192,normal,False,True,8,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,21,11,11,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,21,11,11
D20000_seed1_pvs_vs_beam_negamax,194,normal,False,True,8,normal,-11209.5,0.0,0.0,-11209.5,585,484,58,57,58,57,20,11,11,normal,-11209.5,0.0,0.0,-11209.5,585,484,58,57,58,57,20,11,11
D20000_seed1_pvs_vs_beam_negamax,196,normal,False,True,8,normal,-11189.5,0.0,0.0,-11189.5,584,483,58,57,58,57,19,11,11,normal,-11189.5,0.0,0.0,-11189.5,584,483,58,57,58,57,19,11,11
D20000_seed1_pvs_vs_beam_negamax,198,normal,False,False,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,18,11,11,normal,-11169.5,0.0,0.0,-11169.5,583,482,58,57,58,57,18,11,11
D20000_seed1_pvs_vs_beam_negamax,200,normal,False,False,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,17,11,11,normal,-11149.5,0.0,0.0,-11149.5,582,481,58,57,58,57,17,11,11
D20000_seed1_pvs_vs_beam_negamax,202,normal,False,False,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,16,11,11,normal,-11129.5,0.0,0.0,-11129.5,581,480,58,57,58,57,16,11,11
D20000_seed1_pvs_vs_beam_negamax,204,normal,False,True,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,15,10,10,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,15,10,10
D20000_seed1_pvs_vs_beam_negamax,206,normal,False,True,1,normal,-2568.5,0.0,0.0,-2568.5,122,99,38,37,38,37,14,9,9,normal,-2568.5,0.0,0.0,-2568.5,122,99,38,37,38,37,14,9,9
D20000_seed1_pvs_vs_beam_negamax,208,near_death,False,True,1,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0
D20000_seed2_alpha_beta_vs_beam_negamax,2,normal,False,True,1,normal,-624.5,0.0,0.0,-624.5,32,21,11,10,11,10,22,11,11,normal,-624.5,0.0,0.0,-624.5,32,21,11,10,11,10,22,11,11
D20000_seed2_alpha_beta_vs_beam_negamax,4,normal,False,False,1,normal,-594.5,0.0,0.0,-594.5,31,20,10,9,10,9,128,39,39,normal,-3216.5,0.0,0.0,-3216.5,159,132,33,32,33,32,128,39,39
D20000_seed2_alpha_beta_vs_beam_negamax,6,normal,False,True,1,normal,-594.5,0.0,0.0,-594.5,31,20,10,9,10,9,127,38,38,normal,-594.5,0.0,0.0,-594.5,31,20,10,9,10,9,127,38,38
D20000_seed2_alpha_beta_vs_beam_negamax,8,normal,False,False,5,normal,-3156.0,0.0,0.0,-3156.0,154,126,38,37,38,37,131,32,32,normal,-2984.0,0.0,0.0,-2984.0,148,116,37,36,37,36,131,32,32
D20000_seed2_alpha_beta_vs_beam_negamax,10,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,126,37,37,normal,-2194.5,0.0,0.0,-2194.5,100,89,32,31,32,31,126,37,37
D20000_seed2_alpha_beta_vs_beam_negamax,12,normal,False,False,3,normal,-5249.0,0.0,0.0,-5249.0,259,217,52,51,52,51,19,8,8,normal,-3536.5,0.0,0.0,-3536.5,173,146,37,36,37,36,19,8,8
D20000_seed2_alpha_beta_vs_beam_negamax,14,normal,False,False,2,normal,-5249.0,0.0,0.0,-5249.0,259,217,52,51,52,51,18,7,7,normal,-4283.5,0.0,0.0,-4283.5,197,184,49,48,49,48,18,7,7
D20000_seed2_alpha_beta_vs_beam_negamax,16,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,125,36,36,normal,-2442.5,0.0,0.0,-2442.5,128,93,26,25,26,25,125,36,36
D20000_seed2_alpha_beta_vs_beam_negamax,18,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,124,35,35,normal,-2617.5,0.0,0.0,-2617.5,126,101,37,36,37,36,124,35,35
D20000_seed2_alpha_beta_vs_beam_negamax,20,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,123,34,34,normal,-2983.0,0.0,0.0,-2983.0,137,123,40,39,40,39,123,34,34
D20000_seed2_alpha_beta_vs_beam_negamax,22,normal,False,False,6,normal,-3563.0,0.0,0.0,-3563.0,164,150,44,43,44,43,122,33,33,normal,-3257.5,0.0,0.0,-3257.5,158,133,37,36,37,36,122,33,33
D20000_seed2_alpha_beta_vs_beam_negamax,24,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,121,33,33,normal,-3237.5,0.0,0.0,-3237.5,157,132,37,36,37,36,121,33,33
D20000_seed2_alpha_beta_vs_beam_negamax,26,normal,False,False,2,normal,-5249.0,0.0,0.0,-5249.0,259,217,52,51,52,51,17,7,7,normal,-4253.5,0.0,0.0,-4253.5,196,183,48,47,48,47,17,7,7
D20000_seed2_alpha_beta_vs_beam_negamax,28,normal,False,False,2,normal,-2014.5,0.0,0.0,-2014.5,93,82,28,27,28,27,88,30,30,normal,-2986.0,0.0,0.0,-2986.0,148,120,33,32,33,32,88,30,30
D20000_seed2_alpha_beta_vs_beam_negamax,30,normal,False,False,1,normal,-494.5,0.0,0.0,-494.5,27,16,8,7,8,7,150,43,43,normal,-2964.0,0.0,0.0,-2964.0,147,115,37,36,37,36,150,43,43
D20000_seed2_alpha_beta_vs_beam_negamax,32,normal,False,False,2,normal,-2966.0,0.0,0.0,-2966.0,147,119,33,32,33,32,64,20,20,normal,-1047.5,0.0,0.0,-1047.5,46,41,19,18,19,18,64,20,20
D20000_seed2_alpha_beta_vs_beam_negamax,34,normal,False,True,1,normal,-2966.0,0.0,0.0,-2966.0,147,119,33,32,33,32,63,19,19,normal,-2966.0,0.0,0.0,-2966.0,147,119,33,32,33,32,63,19,19
D20000_seed2_alpha_beta_vs_beam_negamax,36,normal,False,False,1,normal,-494.5,0.0,0.0,-494.5,27,16,8,7,8,7,149,42,42,normal,-2946.0,0.0,0.0,-2946.0,146,118,33,32,33,32,149,42,42
D20000_seed2_alpha_beta_vs_beam_negamax,38,normal,False,True,1,normal,-494.5,0.0,0.0,-494.5,27,16,8,7,8,7,148,41,41,normal,-494.5,0.0,0.0,-494.5,27,16,8,7,8,7,148,41,41
D20000_seed2_alpha_beta_vs_beam_negamax,40,normal,False,True,2,normal,-2144.5,0.0,0.0,-2144.5,98,87,31,30,31,30,182,47,47,normal,-2144.5,0.0,0.0,-2144.5,98,87,31,30,31,30,182,47,47
D20000_seed2_alpha_beta_vs_beam_negamax,42,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,117,32,32,normal,-3847.5,0.0,0.0,-3847.5,187,162,38,37,38,37,117,32,32
D20000_seed2_alpha_beta_vs_beam_negamax,44,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,116,32,32,normal,-3827.5,0.0,0.0,-3827.5,186,161,38,37,38,37,116,32,32
D20000_seed2_alpha_beta_vs_beam_negamax,46,normal,False,False,1,normal,-927.5,0.0,0.0,-927.5,39,34,21,20,21,20,115,31,31,normal,-4203.5,0.0,0.0,-4203.5,194,181,47,46,47,46,115,31,31
D20000_seed2_alpha_beta_vs_beam_negamax,48,normal,False,False,2,normal,-2934.0,0.0,0.0,-2934.0,146,114,36,35,36,35,92,24,24,normal,-4040.0,0.0,0.0,-4040.0,204,164,39,38,39,38,92,24,24
D20000_seed2_alpha_beta_vs_beam_negamax,50,normal,False,True,1,normal,-2856.0,0.0,0.0,-2856.0,142,114,32,31,32,31,62,19,19,normal,-2856.0,0.0,0.0,-2856.0,142,114,32,31,32,31,62,19,19
D20000_seed2_alpha_beta_vs_beam_negamax,52,normal,False,True,1,normal,-907.5,0.0,0.0,-907.5,38,33,21,20,21,20,34,20,20,normal,-907.5,0.0,0.0,-907.5,38,33,21,20,21,20,34,20,20
D20000_seed2_alpha_beta_vs_beam_negamax,54,normal,False,True,1,normal,-857.5,0.0,0.0,-857.5,36,31,20,19,20,19,32,20,20,normal,-857.5,0.0,0.0,-857.5,36,31,20,19,20,19,32,20,20
D20000_seed2_alpha_beta_vs_beam_negamax,56,normal,False,False,1,normal,-827.5,0.0,0.0,-827.5,35,30,19,18,19,18,180,46,46,normal,-2289.0,0.0,0.0,-2289.0,109,87,35,34,35,34,180,46,46
D20000_seed2_alpha_beta_vs_beam_negamax,58,normal,False,False,4,normal,-2826.0,0.0,0.0,-2826.0,141,113,31,30,31,30,30,18,18,normal,-4010.0,0.0,0.0,-4010.0,203,163,38,37,38,37,30,18,18
D20000_seed2_alpha_beta_vs_beam_negamax,60,normal,False,True,4,normal,-2826.0,0.0,0.0,-2826.0,141,113,31,30,31,30,29,17,17,normal,-2826.0,0.0,0.0,-2826.0,141,113,31,30,31,30,29,17,17
D20000_seed2_alpha_beta_vs_beam_negamax,62,normal,False,True,1,normal,-1599.5,0.0,0.0,-1599.5,82,61,19,18,19,18,147,40,40,normal,-1599.5,0.0,0.0,-1599.5,82,61,19,18,19,18,147,40,40
D20000_seed2_alpha_beta_vs_beam_negamax,64,normal,False,True,8,normal,-3423.0,0.0,0.0,-3423.0,159,145,40,39,40,39,146,39,39,normal,-3423.0,0.0,0.0,-3423.0,159,145,40,39,40,39,146,39,39
D20000_seed2_alpha_beta_vs_beam_negamax,66,normal,False,True,6,normal,-3383.0,0.0,0.0,-3383.0,157,143,40,39,40,39,144,39,39,normal,-3383.0,0.0,0.0,-3383.0,157,143,40,39,40,39,144,39,39
D20000_seed2_alpha_beta_vs_beam_negamax,68,normal,False,True,6,normal,-3343.0,0.0,0.0,-3343.0,155,141,40,39,40,39,142,39,39,normal,-3343.0,0.0,0.0,-3343.0,155,141,40,39,40,39,142,39,39
D20000_seed2_alpha_beta_vs_beam_negamax,70,normal,False,True,6,normal,-3293.0,0.0,0.0,-3293.0,153,139,39,38,39,38,140,39,39,normal,-3293.0,0.0,0.0,-3293.0,153,139,39,38,39,38,140,39,39
D20000_seed2_alpha_beta_vs_beam_negamax,72,normal,False,False,1,normal,-767.5,0.0,0.0,-767.5,33,28,17,16,17,16,86,30,30,normal,-2796.0,0.0,0.0,-2796.0,140,112,30,29,30,29,86,30,30
D20000_seed2_alpha_beta_vs_beam_negamax,74,normal,False,False,1,normal,-767.5,0.0,0.0,-767.5,33,28,17,16,17,16,132,37,37,normal,-2776.0,0.0,0.0,-2776.0,139,111,30,29,30,29,132,37,37
D20000_seed2_alpha_beta_vs_beam_negamax,76,normal,False,False,1,normal,-767.5,0.0,0.0,-767.5,33,28,17,16,17,16,131,37,37,normal,-2756.0,0.0,0.0,-2756.0,138,110,30,29,30,29,131,37,37
D20000_seed2_alpha_beta_vs_beam_negamax,78,normal,False,False,1,normal,-767.5,0.0,0.0,-767.5,33,28,17,16,17,16,130,36,36,normal,-3273.0,0.0,0.0,-3273.0,152,138,39,38,39,38,130,36,36
D20000_seed2_alpha_beta_vs_beam_negamax,80,normal,False,False,1,normal,-767.5,0.0,0.0,-767.5,33,28,17,16,17,16,85,30,30,normal,-2726.0,0.0,0.0,-2726.0,137,109,29,28,29,28,85,30,30
D20000_seed2_alpha_beta_vs_beam_negamax,82,normal,False,True,1,normal,-767.5,0.0,0.0,-767.5,33,28,17,16,17,16,179,45,45,normal,-767.5,0.0,0.0,-767.5,33,28,17,16,17,16,179,45,45
D20000_seed2_alpha_beta_vs_beam_negamax,84,normal,False,False,1,normal,-464.5,0.0,0.0,-464.5,26,15,7,6,7,6,217,51,51,normal,-737.5,0.0,0.0,-737.5,32,27,16,15,16,15,217,51,51
D20000_seed2_alpha_beta_vs_beam_negamax,86,normal,False,False,1,normal,-464.5,0.0,0.0,-464.5,26,15,7,6,7,6,260,54,54,normal,-717.5,0.0,0.0,-717.5,31,26,16,15,16,15,260,54,54
D20000_seed2_alpha_beta_vs_beam_negamax,88,normal,False,False,1,normal,-464.5,0.0,0.0,-464.5,26,15,7,6,7,6,259,54,54,normal,-687.5,0.0,0.0,-687.5,30,25,15,14,15,14,259,54,54
D20000_seed2_alpha_beta_vs_beam_negamax,90,normal,False,True,1,normal,-657.5,0.0,0.0,-657.5,29,24,14,13,14,13,295,43,43,normal,-657.5,0.0,0.0,-657.5,29,24,14,13,14,13,295,43,43
D20000_seed2_alpha_beta_vs_beam_negamax,92,normal,False,True,1,normal,-637.5,0.0,0.0,-637.5,28,23,14,13,14,13,363,52,52,normal,-637.5,0.0,0.0,-637.5,28,23,14,13,14,13,363,52,52
D20000_seed2_alpha_beta_vs_beam_negamax,94,normal,False,True,1,normal,-607.5,0.0,0.0,-607.5,27,22,13,12,13,12,362,52,52,normal,-607.5,0.0,0.0,-607.5,27,22,13,12,13,12,362,52,52
D20000_seed2_alpha_beta_vs_beam_negamax,96,normal,False,True,2,normal,-577.5,0.0,0.0,-577.5,26,21,12,11,12,11,47,20,20,normal,-577.5,0.0,0.0,-577.5,26,21,12,11,12,11,47,20,20
D20000_seed2_alpha_beta_vs_beam_negamax,98,normal,False,True,2,normal,-557.5,0.0,0.0,-557.5,25,20,12,11,12,11,482,60,60,normal,-557.5,0.0,0.0,-557.5,25,20,12,11,12,11,482,60,60
D20000_seed2_alpha_beta_vs_beam_negamax,100,normal,False,True,2,normal,-537.5,0.0,0.0,-537.5,24,19,12,11,12,11,481,60,60,normal,-537.5,0.0,0.0,-537.5,24,19,12,11,12,11,481,60,60
D20000_seed2_alpha_beta_vs_beam_negamax,102,normal,False,True,2,normal,-517.5,0.0,0.0,-517.5,23,18,12,11,12,11,480,60,60,normal,-517.5,0.0,0.0,-517.5,23,18,12,11,12,11,480,60,60
D20000_seed2_alpha_beta_vs_beam_negamax,104,normal,False,True,2,normal,-497.5,0.0,0.0,-497.5,22,17,12,11,12,11,479,60,60,normal,-497.5,0.0,0.0,-497.5,22,17,12,11,12,11,479,60,60
D20000_seed2_alpha_beta_vs_beam_negamax,106,normal,False,True,2,normal,-467.5,0.0,0.0,-467.5,21,16,11,10,11,10,478,60,60,normal,-467.5,0.0,0.0,-467.5,21,16,11,10,11,10,478,60,60
D20000_seed2_alpha_beta_vs_beam_negamax,108,normal,False,True,1,normal,-447.5,0.0,0.0,-447.5,20,15,11,10,11,10,172,42,42,normal,-447.5,0.0,0.0,-447.5,20,15,11,10,11,10,172,42,42
D20000_seed2_alpha_beta_vs_beam_negamax,110,normal,False,True,1,normal,-427.5,0.0,0.0,-427.5,19,14,11,10,11,10,365,51,51,normal,-427.5,0.0,0.0,-427.5,19,14,11,10,11,10,365,51,51
D20000_seed2_alpha_beta_vs_beam_negamax,112,normal,False,True,1,normal,-407.5,0.0,0.0,-407.5,18,13,11,10,11,10,364,51,51,normal,-407.5,0.0,0.0,-407.5,18,13,11,10,11,10,364,51,51
D20000_seed2_alpha_beta_vs_beam_negamax,114,normal,False,True,1,normal,-387.5,0.0,0.0,-387.5,17,12,11,10,11,10,363,51,51,normal,-387.5,0.0,0.0,-387.5,17,12,11,10,11,10,363,51,51
D20000_seed2_alpha_beta_vs_beam_negamax,116,normal,False,True,1,normal,-357.5,0.0,0.0,-357.5,16,11,10,9,10,9,82,27,27,normal,-357.5,0.0,0.0,-357.5,16,11,10,9,10,9,82,27,27
D20000_seed2_alpha_beta_vs_beam_negamax,118,normal,False,True,1,normal,-327.5,0.0,0.0,-327.5,15,10,9,8,9,8,100,36,36,normal,-327.5,0.0,0.0,-327.5,15,10,9,8,9,8,100,36,36
D20000_seed2_alpha_beta_vs_beam_negamax,120,normal,False,True,1,normal,-297.5,0.0,0.0,-297.5,14,9,8,7,8,7,171,42,42,normal,-297.5,0.0,0.0,-297.5,14,9,8,7,8,7,171,42,42
D20000_seed2_alpha_beta_vs_beam_negamax,122,normal,False,True,1,normal,-267.5,0.0,0.0,-267.5,13,8,7,6,7,6,251,52,52,normal,-267.5,0.0,0.0,-267.5,13,8,7,6,7,6,251,52,52
D20000_seed2_alpha_beta_vs_beam_negamax,124,normal,False,False,9,normal,-2706.0,0.0,0.0,-2706.0,136,108,29,28,29,28,295,54,54,normal,-237.5,0.0,0.0,-237.5,12,7,6,5,6,5,295,54,54
D20000_seed2_alpha_beta_vs_beam_negamax,126,normal,False,False,8,normal,-2706.0,0.0,0.0,-2706.0,136,108,29,28,29,28,362,51,51,normal,-217.5,0.0,0.0,-217.5,11,6,6,5,6,5,362,51,51
D20000_seed2_alpha_beta_vs_beam_negamax,128,normal,False,True,1,normal,-187.5,0.0,0.0,-187.5,10,5,5,4,5,4,361,51,51,normal,-187.5,0.0,0.0,-187.5,10,5,5,4,5,4,361,51,51
D20000_seed2_alpha_beta_vs_beam_negamax,130,normal,False,False,13,normal,-3243.0,0.0,0.0,-3243.0,151,137,38,37,38,37,496,52,52,normal,-2706.0,0.0,0.0,-2706.0,136,108,29,28,29,28,496,52,52
D20000_seed2_alpha_beta_vs_beam_negamax,132,normal,False,False,12,normal,-3243.0,0.0,0.0,-3243.0,151,137,38,37,38,37,216,50,50,normal,-464.5,0.0,0.0,-464.5,26,15,7,6,7,6,216,50,50
D20000_seed2_alpha_beta_vs_beam_negamax,134,normal,False,False,12,normal,-3243.0,0.0,0.0,-3243.0,151,137,38,37,38,37,215,50,50,normal,-444.5,0.0,0.0,-444.5,25,14,7,6,7,6,215,50,50
D20000_seed2_alpha_beta_vs_beam_negamax,136,normal,False,False,11,normal,-3243.0,0.0,0.0,-3243.0,151,137,38,37,38,37,214,49,49,normal,-2074.5,0.0,0.0,-2074.5,95,84,30,29,30,29,214,49,49
D20000_seed2_alpha_beta_vs_beam_negamax,138,danger,False,True,1,danger,-11142.0,352.7612121212121,0.8,-10859.79103030303,571,495,53,52,53,52,4,4,4,danger,-11142.0,352.7612121212121,0.8,-10859.79103030303,571,495,53,52,53,52,4,4,4
