match_id,turn,risk_level,beam_won,same_edge,reference_rank,reference_risk_level,reference_attack_score,reference_survival_score,reference_survival_weight,reference_total_score,reference_opponent_legal_word_count,reference_opponent_safe_word_count,reference_opponent_active_edge_type_count,reference_opponent_safe_edge_type_count,reference_opponent_destination_count,reference_opponent_safe_destination_count,reference_own_safe_word_count,reference_own_safe_edge_type_count,reference_own_safe_destination_count,beam_risk_level,beam_attack_score,beam_survival_score,beam_survival_weight,beam_total_score,beam_opponent_legal_word_count,beam_opponent_safe_word_count,beam_opponent_active_edge_type_count,beam_opponent_safe_edge_type_count,beam_opponent_destination_count,beam_opponent_safe_destination_count,beam_own_safe_word_count,beam_own_safe_edge_type_count,beam_own_safe_destination_count
D10000_seed0_pvs_vs_beam_negamax,90,normal,False,False,1,normal,-1554.0,0.0,0.0,-1554.0,70,58,29,28,29,28,55,18,18,normal,-1765.0,0.0,0.0,-1765.0,78,68,32,31,32,31,55,18,18
D10000_seed0_pvs_vs_beam_negamax,92,normal,False,False,1,normal,-1554.0,0.0,0.0,-1554.0,70,58,29,28,29,28,54,18,18,normal,-1735.0,0.0,0.0,-1735.0,77,67,31,30,31,30,54,18,18
D10000_seed0_pvs_vs_beam_negamax,94,normal,False,False,2,normal,-1373.0,0.0,0.0,-1373.0,67,53,19,18,19,18,58,28,28,normal,-1524.0,0.0,0.0,-1524.0,69,57,28,27,28,27,58,28,28
D10000_seed0_pvs_vs_beam_negamax,96,normal,False,False,1,normal,-1504.0,0.0,0.0,-1504.0,68,56,28,27,28,27,53,18,18,normal,-2037.0,0.0,0.0,-2037.0,89,83,33,32,33,32,53,18,18
D10000_seed0_pvs_vs_beam_negamax,98,normal,False,True,3,normal,-1715.0,0.0,0.0,-1715.0,76,66,31,30,31,30,82,31,31,normal,-1715.0,0.0,0.0,-1715.0,76,66,31,30,31,30,82,31,31
D10000_seed0_pvs_vs_beam_negamax,100,normal,False,False,10,normal,-2643.5,0.0,0.0,-2643.5,120,107,39,38,39,38,81,30,30,normal,-2288.0,0.0,0.0,-2288.0,112,88,31,30,31,30,81,30,30
D10000_seed0_pvs_vs_beam_negamax,102,danger,False,True,1,danger,-4308.0,260.11639344262295,0.8,-4099.906885245901,207,183,43,42,43,42,5,4,4,danger,-4308.0,260.11639344262295,0.8,-4099.906885245901,207,183,43,42,43,42,5,4,4
D10000_seed0_pvs_vs_beam_negamax,104,danger,False,True,1,danger,-4288.0,242.971978021978,0.8,-4093.6224175824177,206,182,43,42,43,42,4,4,4,danger,-4288.0,242.971978021978,0.8,-4093.6224175824177,206,182,43,42,43,42,4,4,4
D10000_seed0_pvs_vs_beam_negamax,106,danger,False,True,1,danger,-4956.5,203.82056074766356,0.8,-4793.443551401869,241,214,43,42,43,42,3,3,3,danger,-4956.5,203.82056074766356,0.8,-4793.443551401869,241,214,43,42,43,42,3,3,3
D10000_seed0_pvs_vs_beam_negamax,108,near_death,False,True,1,critical,-5439.0,198.77468354430377,1.5,-5140.837974683544,259,237,50,49,50,49,2,2,2,critical,-5439.0,198.77468354430377,1.5,-5140.837974683544,259,237,50,49,50,49,2,2,2
D10000_seed0_pvs_vs_beam_negamax,110,near_death,False,True,1,critical,-6868.5,169.06354166666668,1.5,-6614.9046875,351,288,52,51,52,51,1,1,1,critical,-6868.5,169.06354166666668,1.5,-6614.9046875,351,288,52,51,52,51,1,1,1
D10000_seed0_pvs_vs_beam_negamax,112,near_death,False,True,1,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0
D20000_seed0_alpha_beta_vs_beam_negamax,2,normal,False,True,2,normal,-2842.5,0.0,0.0,-2842.5,133,118,35,34,35,34,22,17,17,normal,-2842.5,0.0,0.0,-2842.5,133,118,35,34,35,34,22,17,17
D20000_seed0_alpha_beta_vs_beam_negamax,4,normal,False,True,1,normal,-674.0,0.0,0.0,-674.0,34,22,13,12,13,12,23,13,13,normal,-674.0,0.0,0.0,-674.0,34,22,13,12,13,12,23,13,13
D20000_seed0_alpha_beta_vs_beam_negamax,6,normal,False,False,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,128,39,39,normal,-3186.5,0.0,0.0,-3186.5,155,128,38,37,38,37,128,39,39
D20000_seed0_alpha_beta_vs_beam_negamax,8,normal,False,True,1,normal,-1047.5,0.0,0.0,-1047.5,46,41,19,18,19,18,67,19,19,normal,-1047.5,0.0,0.0,-1047.5,46,41,19,18,19,18,67,19,19
D20000_seed0_alpha_beta_vs_beam_negamax,10,normal,False,True,3,normal,-3878.5,0.0,0.0,-3878.5,200,157,34,33,34,33,66,18,18,normal,-3878.5,0.0,0.0,-3878.5,200,157,34,33,34,33,66,18,18
D20000_seed0_alpha_beta_vs_beam_negamax,12,normal,False,False,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,127,39,39,normal,-3166.5,0.0,0.0,-3166.5,154,127,38,37,38,37,127,39,39
D20000_seed0_alpha_beta_vs_beam_negamax,14,normal,False,False,3,normal,-4360.5,0.0,0.0,-4360.5,204,185,49,48,49,48,65,17,17,normal,-3333.0,0.0,0.0,-3333.0,155,141,39,38,39,38,65,17,17
D20000_seed0_alpha_beta_vs_beam_negamax,16,normal,False,True,2,normal,-4360.5,0.0,0.0,-4360.5,204,185,49,48,49,48,64,16,16,normal,-4360.5,0.0,0.0,-4360.5,204,185,49,48,49,48,64,16,16
D20000_seed0_alpha_beta_vs_beam_negamax,18,normal,False,True,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,126,38,38,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,126,38,38
D20000_seed0_alpha_beta_vs_beam_negamax,20,normal,False,False,4,normal,-2924.0,0.0,0.0,-2924.0,144,112,39,38,39,38,136,31,31,normal,-2014.5,0.0,0.0,-2014.5,93,82,28,27,28,27,136,31,31
D20000_seed0_alpha_beta_vs_beam_negamax,22,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,125,37,37,normal,-2314.0,0.0,0.0,-2314.0,105,93,35,34,35,34,125,37,37
D20000_seed0_alpha_beta_vs_beam_negamax,24,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,124,36,36,normal,-2553.5,0.0,0.0,-2553.5,131,98,29,28,29,28,124,36,36
D20000_seed0_alpha_beta_vs_beam_negamax,26,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,123,35,35,normal,-2568.0,0.0,0.0,-2568.0,123,99,37,36,37,36,123,35,35
D20000_seed0_alpha_beta_vs_beam_negamax,28,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,122,34,34,normal,-3133.0,0.0,0.0,-3133.0,144,130,41,40,41,40,122,34,34
D20000_seed0_alpha_beta_vs_beam_negamax,30,normal,False,False,1,normal,-3006.5,0.0,0.0,-3006.5,148,121,34,33,34,33,63,16,16,normal,-4330.5,0.0,0.0,-4330.5,203,184,48,47,48,47,63,16,16
D20000_seed0_alpha_beta_vs_beam_negamax,32,normal,False,False,6,normal,-3006.5,0.0,0.0,-3006.5,148,121,34,33,34,33,92,34,34,normal,-614.0,0.0,0.0,-614.0,32,20,11,10,11,10,92,34,34
D20000_seed0_alpha_beta_vs_beam_negamax,34,normal,False,False,1,normal,-584.0,0.0,0.0,-584.0,31,19,10,9,10,9,145,36,36,normal,-2264.0,0.0,0.0,-2264.0,103,91,34,33,34,33,145,36,36
D20000_seed0_alpha_beta_vs_beam_negamax,36,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,121,33,33,normal,-3887.0,0.0,0.0,-3887.0,188,162,41,40,41,40,121,33,33
D20000_seed0_alpha_beta_vs_beam_negamax,38,normal,False,False,2,normal,-4310.5,0.0,0.0,-4310.5,202,183,48,47,48,47,19,9,9,normal,-4065.0,0.0,0.0,-4065.0,210,160,40,39,40,39,19,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,40,normal,False,True,1,normal,-4310.5,0.0,0.0,-4310.5,202,183,48,47,48,47,18,8,8,normal,-4310.5,0.0,0.0,-4310.5,202,183,48,47,48,47,18,8,8
D20000_seed0_alpha_beta_vs_beam_negamax,42,normal,False,False,5,normal,-2986.5,0.0,0.0,-2986.5,147,120,34,33,34,33,90,33,33,normal,-1994.5,0.0,0.0,-1994.5,92,81,28,27,28,27,90,33,33
D20000_seed0_alpha_beta_vs_beam_negamax,44,normal,False,True,1,normal,-4280.5,0.0,0.0,-4280.5,201,182,47,46,47,46,17,8,8,normal,-4280.5,0.0,0.0,-4280.5,201,182,47,46,47,46,17,8,8
D20000_seed0_alpha_beta_vs_beam_negamax,46,normal,False,False,4,normal,-3113.0,0.0,0.0,-3113.0,143,129,41,40,41,40,140,37,37,normal,-2224.0,0.0,0.0,-2224.0,101,89,34,33,34,33,140,37,37
D20000_seed0_alpha_beta_vs_beam_negamax,48,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,120,33,33,normal,-3857.0,0.0,0.0,-3857.0,187,161,40,39,40,39,120,33,33
D20000_seed0_alpha_beta_vs_beam_negamax,50,normal,False,True,1,normal,-2204.0,0.0,0.0,-2204.0,100,88,34,33,34,33,139,37,37,normal,-2204.0,0.0,0.0,-2204.0,100,88,34,33,34,33,139,37,37
D20000_seed0_alpha_beta_vs_beam_negamax,52,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,119,32,32,normal,-4260.5,0.0,0.0,-4260.5,200,181,47,46,47,46,119,32,32
D20000_seed0_alpha_beta_vs_beam_negamax,54,normal,False,True,2,normal,-2936.5,0.0,0.0,-2936.5,145,118,33,32,33,32,138,36,36,normal,-2936.5,0.0,0.0,-2936.5,145,118,33,32,33,32,138,36,36
D20000_seed0_alpha_beta_vs_beam_negamax,56,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,34,19,19,normal,-3858.5,0.0,0.0,-3858.5,199,156,34,33,34,33,34,19,19
D20000_seed0_alpha_beta_vs_beam_negamax,58,normal,False,False,1,normal,-886.5,0.0,0.0,-886.5,39,32,19,18,19,18,33,18,18,normal,-4240.5,0.0,0.0,-4240.5,199,180,47,46,47,46,33,18,18
D20000_seed0_alpha_beta_vs_beam_negamax,60,normal,False,True,1,normal,-856.5,0.0,0.0,-856.5,38,31,18,17,18,17,32,17,17,normal,-856.5,0.0,0.0,-856.5,38,31,18,17,18,17,32,17,17
D20000_seed0_alpha_beta_vs_beam_negamax,62,normal,False,True,1,normal,-806.5,0.0,0.0,-806.5,36,29,17,16,17,16,30,17,17,normal,-806.5,0.0,0.0,-806.5,36,29,17,16,17,16,30,17,17
D20000_seed0_alpha_beta_vs_beam_negamax,64,normal,False,True,1,normal,-776.5,0.0,0.0,-776.5,35,28,16,15,16,15,80,26,26,normal,-776.5,0.0,0.0,-776.5,35,28,16,15,16,15,80,26,26
D20000_seed0_alpha_beta_vs_beam_negamax,66,normal,False,True,1,normal,-3223.0,0.0,0.0,-3223.0,151,137,36,35,36,35,117,31,31,normal,-3223.0,0.0,0.0,-3223.0,151,137,36,35,36,35,117,31,31
D20000_seed0_alpha_beta_vs_beam_negamax,68,normal,False,True,4,normal,-3183.0,0.0,0.0,-3183.0,149,135,36,35,36,35,136,35,35,normal,-3183.0,0.0,0.0,-3183.0,149,135,36,35,36,35,136,35,35
D20000_seed0_alpha_beta_vs_beam_negamax,70,normal,False,True,3,normal,-3143.0,0.0,0.0,-3143.0,147,133,36,35,36,35,134,35,35,normal,-3143.0,0.0,0.0,-3143.0,147,133,36,35,36,35,134,35,35
D20000_seed0_alpha_beta_vs_beam_negamax,72,normal,False,True,2,normal,-3103.0,0.0,0.0,-3103.0,145,131,36,35,36,35,132,35,35,normal,-3103.0,0.0,0.0,-3103.0,145,131,36,35,36,35,132,35,35
D20000_seed0_alpha_beta_vs_beam_negamax,74,normal,False,True,2,normal,-3113.0,0.0,0.0,-3113.0,143,129,41,40,41,40,130,34,34,normal,-3113.0,0.0,0.0,-3113.0,143,129,41,40,41,40,130,34,34
D20000_seed0_alpha_beta_vs_beam_negamax,76,normal,False,False,7,normal,-6949.5,0.0,0.0,-6949.5,359,298,42,41,42,41,27,14,14,normal,-6039.0,0.0,0.0,-6039.0,286,264,56,55,56,55,27,14,14
D20000_seed0_alpha_beta_vs_beam_negamax,78,normal,False,False,2,normal,-6019.0,0.0,0.0,-6019.0,285,263,56,55,56,55,16,7,7,normal,-5398.0,0.0,0.0,-5398.0,267,223,53,52,53,52,16,7,7
D20000_seed0_alpha_beta_vs_beam_negamax,80,normal,False,True,2,normal,-6019.0,0.0,0.0,-6019.0,285,263,56,55,56,55,15,7,7,normal,-6019.0,0.0,0.0,-6019.0,285,263,56,55,56,55,15,7,7
D20000_seed0_alpha_beta_vs_beam_negamax,82,normal,False,False,1,normal,-5378.0,0.0,0.0,-5378.0,266,222,53,52,53,52,14,7,7,normal,-5989.0,0.0,0.0,-5989.0,284,262,55,54,55,54,14,7,7
D20000_seed0_alpha_beta_vs_beam_negamax,84,normal,False,False,3,normal,-4059.5,0.0,0.0,-4059.5,193,172,43,42,43,42,26,14,14,normal,-1187.5,0.0,0.0,-1187.5,52,47,21,20,21,20,26,14,14
D20000_seed0_alpha_beta_vs_beam_negamax,86,normal,False,False,1,normal,-5378.0,0.0,0.0,-5378.0,266,222,53,52,53,52,13,7,7,normal,-5969.0,0.0,0.0,-5969.0,283,261,55,54,55,54,13,7,7
D20000_seed0_alpha_beta_vs_beam_negamax,88,normal,False,True,4,normal,-5949.0,0.0,0.0,-5949.0,282,260,55,54,55,54,25,13,13,normal,-5949.0,0.0,0.0,-5949.0,282,260,55,54,55,54,25,13,13
D20000_seed0_alpha_beta_vs_beam_negamax,90,normal,False,False,2,normal,-4059.5,0.0,0.0,-4059.5,193,172,43,42,43,42,24,13,13,normal,-2548.0,0.0,0.0,-2548.0,122,98,37,36,37,36,24,13,13
D20000_seed0_alpha_beta_vs_beam_negamax,92,normal,False,False,2,normal,-5919.0,0.0,0.0,-5919.0,281,259,54,53,54,53,12,7,7,normal,-5378.0,0.0,0.0,-5378.0,266,222,53,52,53,52,12,7,7
D20000_seed0_alpha_beta_vs_beam_negamax,94,normal,False,True,1,normal,-5919.0,0.0,0.0,-5919.0,281,259,54,53,54,53,11,6,6,normal,-5919.0,0.0,0.0,-5919.0,281,259,54,53,54,53,11,6,6
D20000_seed0_alpha_beta_vs_beam_negamax,96,normal,False,False,10,normal,-4220.5,0.0,0.0,-4220.5,198,179,47,46,47,46,129,34,34,normal,-2822.5,0.0,0.0,-2822.5,132,117,35,34,35,34,129,34,34
D20000_seed0_alpha_beta_vs_beam_negamax,98,caution,False,True,1,caution,-5899.0,576.2169811320755,0.35,-5697.324056603774,280,258,54,53,54,53,10,6,6,caution,-5899.0,576.2169811320755,0.35,-5697.324056603774,280,258,54,53,54,53,10,6,6
D20000_seed0_alpha_beta_vs_beam_negamax,100,normal,False,False,9,normal,-4220.5,0.0,0.0,-4220.5,198,179,47,46,47,46,128,33,33,normal,-3093.0,0.0,0.0,-3093.0,142,128,41,40,41,40,128,33,33
D20000_seed0_alpha_beta_vs_beam_negamax,102,normal,False,False,1,normal,-4059.5,0.0,0.0,-4059.5,193,172,43,42,43,42,23,12,12,normal,-5879.0,0.0,0.0,-5879.0,279,257,54,53,54,53,23,12,12
D20000_seed0_alpha_beta_vs_beam_negamax,104,normal,False,True,1,normal,-3073.0,0.0,0.0,-3073.0,141,127,41,40,41,40,127,33,33,normal,-3073.0,0.0,0.0,-3073.0,141,127,41,40,41,40,127,33,33
D20000_seed0_alpha_beta_vs_beam_negamax,106,normal,False,False,1,normal,-4059.5,0.0,0.0,-4059.5,193,172,43,42,43,42,22,11,11,normal,-6747.0,0.0,0.0,-6747.0,324,298,55,54,55,54,22,11,11
D20000_seed0_alpha_beta_vs_beam_negamax,108,normal,False,True,1,normal,-4059.5,0.0,0.0,-4059.5,193,172,43,42,43,42,21,10,10,normal,-4059.5,0.0,0.0,-4059.5,193,172,43,42,43,42,21,10,10
D20000_seed0_alpha_beta_vs_beam_negamax,110,normal,False,False,4,normal,-8116.5,0.0,0.0,-8116.5,405,358,52,51,52,51,20,10,10,normal,-4039.5,0.0,0.0,-4039.5,192,171,43,42,43,42,20,10,10
D20000_seed0_alpha_beta_vs_beam_negamax,112,normal,False,True,3,normal,-8116.5,0.0,0.0,-8116.5,405,358,52,51,52,51,19,9,9,normal,-8116.5,0.0,0.0,-8116.5,405,358,52,51,52,51,19,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,114,normal,False,True,3,normal,-8096.5,0.0,0.0,-8096.5,404,357,52,51,52,51,18,9,9,normal,-8096.5,0.0,0.0,-8096.5,404,357,52,51,52,51,18,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,116,normal,False,True,3,normal,-8076.5,0.0,0.0,-8076.5,403,356,52,51,52,51,17,9,9,normal,-8076.5,0.0,0.0,-8076.5,403,356,52,51,52,51,17,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,118,normal,False,True,3,normal,-8056.5,0.0,0.0,-8056.5,402,355,52,51,52,51,16,9,9,normal,-8056.5,0.0,0.0,-8056.5,402,355,52,51,52,51,16,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,120,normal,False,True,3,normal,-8036.5,0.0,0.0,-8036.5,401,354,52,51,52,51,15,9,9,normal,-8036.5,0.0,0.0,-8036.5,401,354,52,51,52,51,15,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,122,normal,False,True,7,normal,-11309.5,0.0,0.0,-11309.5,588,487,62,61,62,61,14,9,9,normal,-11309.5,0.0,0.0,-11309.5,588,487,62,61,62,61,14,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,124,normal,False,True,7,normal,-11289.5,0.0,0.0,-11289.5,587,486,62,61,62,61,13,9,9,normal,-11289.5,0.0,0.0,-11289.5,587,486,62,61,62,61,13,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,126,normal,False,False,4,normal,-8405.0,0.0,0.0,-8405.0,420,370,54,53,54,53,12,9,9,normal,-11269.5,0.0,0.0,-11269.5,586,485,62,61,62,61,12,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,128,normal,False,False,1,normal,-5805.0,0.0,0.0,-5805.0,280,250,53,52,53,52,11,9,9,normal,-11249.5,0.0,0.0,-11249.5,585,484,62,61,62,61,11,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,130,caution,False,True,1,caution,-5805.0,375.8307692307692,0.35,-5673.459230769231,280,250,53,52,53,52,10,9,9,caution,-5805.0,375.8307692307692,0.35,-5673.459230769231,280,250,53,52,53,52,10,9,9
D20000_seed0_alpha_beta_vs_beam_negamax,132,caution,False,True,1,caution,-6949.5,396.9560975609756,0.35,-6810.5653658536585,359,298,42,41,42,41,9,8,8,caution,-6949.5,396.9560975609756,0.35,-6810.5653658536585,359,298,42,41,42,41,9,8,8
D20000_seed0_alpha_beta_vs_beam_negamax,134,caution,False,True,1,caution,-8016.5,369.20588235294116,0.35,-7887.27794117647,400,353,52,51,52,51,8,7,7,caution,-8016.5,369.20588235294116,0.35,-7887.27794117647,400,353,52,51,52,51,8,7,7
D20000_seed0_alpha_beta_vs_beam_negamax,136,caution,False,True,1,caution,-8405.0,373.8509433962264,0.35,-8274.152169811321,420,370,54,53,54,53,7,6,6,caution,-8405.0,373.8509433962264,0.35,-8274.152169811321,420,370,54,53,54,53,7,6,6
D20000_seed0_alpha_beta_vs_beam_negamax,138,caution,False,True,1,caution,-8385.0,355.788679245283,0.35,-8260.473962264152,419,369,54,53,54,53,6,6,6,caution,-8385.0,355.788679245283,0.35,-8260.473962264152,419,369,54,53,54,53,6,6,6
D20000_seed0_alpha_beta_vs_beam_negamax,140,danger,False,True,1,danger,-11139.5,376.7560975609756,0.8,-10838.095121951219,573,492,54,53,54,53,5,5,5,danger,-11139.5,376.7560975609756,0.8,-10838.095121951219,573,492,54,53,54,53,5,5,5
D20000_seed0_alpha_beta_vs_beam_negamax,142,danger,False,True,1,danger,-11229.5,360.17763975155276,0.8,-10941.357888198758,584,483,62,61,62,61,4,4,4,danger,-11229.5,360.17763975155276,0.8,-10941.357888198758,584,483,62,61,62,61,4,4,4
D20000_seed0_alpha_beta_vs_beam_negamax,144,danger,False,True,1,danger,-11232.5,334.5254940711462,0.8,-10964.879604743082,561,506,60,59,60,59,3,3,3,danger,-11232.5,334.5254940711462,0.8,-10964.879604743082,561,506,60,59,60,59,3,3,3
D20000_seed0_alpha_beta_vs_beam_negamax,146,near_death,False,True,1,critical,-13415.0,314.9627586206896,1.5,-12942.555862068966,710,580,59,58,59,58,2,2,2,critical,-13415.0,314.9627586206896,1.5,-12942.555862068966,710,580,59,58,59,58,2,2,2
D20000_seed0_alpha_beta_vs_beam_negamax,148,near_death,False,True,1,critical,-13570.0,311.6774358974359,1.5,-13102.483846153846,725,585,55,54,55,54,1,1,1,critical,-13570.0,311.6774358974359,1.5,-13102.483846153846,725,585,55,54,55,54,1,1,1
D20000_seed0_alpha_beta_vs_beam_negamax,150,near_death,False,True,1,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0
D20000_seed0_beam_negamax_vs_alpha_beta,1,normal,False,True,1,normal,-610.0,0.0,0.0,-610.0,22,22,17,17,17,17,16954,2829,66,normal,-610.0,0.0,0.0,-610.0,22,22,17,17,17,17,16954,2829,66
D20000_seed0_beam_negamax_vs_alpha_beta,3,normal,False,False,12,normal,-3333.0,0.0,0.0,-3333.0,155,141,39,38,39,38,118,34,34,normal,-704.0,0.0,0.0,-704.0,35,23,14,13,14,13,118,34,34
D20000_seed0_beam_negamax_vs_alpha_beta,5,normal,False,True,2,normal,-3248.5,0.0,0.0,-3248.5,159,136,32,31,32,31,22,12,12,normal,-3248.5,0.0,0.0,-3248.5,159,136,32,31,32,31,22,12,12
D20000_seed0_beam_negamax_vs_alpha_beta,7,normal,False,False,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,128,39,39,normal,-3186.5,0.0,0.0,-3186.5,155,128,38,37,38,37,128,39,39
D20000_seed0_beam_negamax_vs_alpha_beta,9,normal,False,False,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,127,39,39,normal,-3166.5,0.0,0.0,-3166.5,154,127,38,37,38,37,127,39,39
D20000_seed0_beam_negamax_vs_alpha_beta,11,normal,False,False,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,126,38,38,normal,-3228.5,0.0,0.0,-3228.5,158,135,32,31,32,31,126,38,38
D20000_seed0_beam_negamax_vs_alpha_beta,13,normal,False,False,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,125,37,37,normal,-3333.0,0.0,0.0,-3333.0,155,141,39,38,39,38,125,37,37
D20000_seed0_beam_negamax_vs_alpha_beta,15,normal,False,True,1,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,124,37,37,normal,-644.0,0.0,0.0,-644.0,33,21,12,11,12,11,124,37,37
D20000_seed0_beam_negamax_vs_alpha_beta,17,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,123,36,36,normal,-2314.0,0.0,0.0,-2314.0,105,93,35,34,35,34,123,36,36
D20000_seed0_beam_negamax_vs_alpha_beta,19,normal,False,False,3,normal,-4360.5,0.0,0.0,-4360.5,204,185,49,48,49,48,20,10,10,normal,-3526.0,0.0,0.0,-3526.0,173,145,37,36,37,36,20,10,10
D20000_seed0_beam_negamax_vs_alpha_beta,21,normal,False,False,2,normal,-4360.5,0.0,0.0,-4360.5,204,185,49,48,49,48,19,9,9,normal,-4065.0,0.0,0.0,-4065.0,210,160,40,39,40,39,19,9,9
D20000_seed0_beam_negamax_vs_alpha_beta,23,normal,False,True,1,normal,-4360.5,0.0,0.0,-4360.5,204,185,49,48,49,48,18,8,8,normal,-4360.5,0.0,0.0,-4360.5,204,185,49,48,49,48,18,8,8
D20000_seed0_beam_negamax_vs_alpha_beta,25,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,122,35,35,normal,-2553.5,0.0,0.0,-2553.5,131,98,29,28,29,28,122,35,35
D20000_seed0_beam_negamax_vs_alpha_beta,27,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,121,34,34,normal,-3887.0,0.0,0.0,-3887.0,188,162,41,40,41,40,121,34,34
D20000_seed0_beam_negamax_vs_alpha_beta,29,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,120,34,34,normal,-3867.0,0.0,0.0,-3867.0,187,161,41,40,41,40,120,34,34
D20000_seed0_beam_negamax_vs_alpha_beta,31,normal,False,False,1,normal,-4330.5,0.0,0.0,-4330.5,203,184,48,47,48,47,17,8,8,normal,-5398.0,0.0,0.0,-5398.0,267,223,53,52,53,52,17,8,8
D20000_seed0_beam_negamax_vs_alpha_beta,33,normal,False,False,1,normal,-4330.5,0.0,0.0,-4330.5,203,184,48,47,48,47,16,8,8,normal,-5378.0,0.0,0.0,-5378.0,266,222,53,52,53,52,16,8,8
D20000_seed0_beam_negamax_vs_alpha_beta,35,normal,False,False,1,normal,-4330.5,0.0,0.0,-4330.5,203,184,48,47,48,47,15,7,7,normal,-6039.0,0.0,0.0,-6039.0,286,264,56,55,56,55,15,7,7
D20000_seed0_beam_negamax_vs_alpha_beta,37,normal,False,False,1,normal,-4330.5,0.0,0.0,-4330.5,203,184,48,47,48,47,14,7,7,normal,-6019.0,0.0,0.0,-6019.0,285,263,56,55,56,55,14,7,7
D20000_seed0_beam_negamax_vs_alpha_beta,39,normal,False,False,1,normal,-4330.5,0.0,0.0,-4330.5,203,184,48,47,48,47,13,7,7,normal,-5989.0,0.0,0.0,-5989.0,284,262,55,54,55,54,13,7,7
D20000_seed0_beam_negamax_vs_alpha_beta,41,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,119,33,33,normal,-2568.0,0.0,0.0,-2568.0,123,99,37,36,37,36,119,33,33
D20000_seed0_beam_negamax_vs_alpha_beta,43,normal,False,False,1,normal,-4330.5,0.0,0.0,-4330.5,203,184,48,47,48,47,12,7,7,normal,-5969.0,0.0,0.0,-5969.0,283,261,55,54,55,54,12,7,7
D20000_seed0_beam_negamax_vs_alpha_beta,45,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,118,32,32,normal,-3133.0,0.0,0.0,-3133.0,144,130,41,40,41,40,118,32,32
D20000_seed0_beam_negamax_vs_alpha_beta,47,normal,False,False,1,normal,-1047.5,0.0,0.0,-1047.5,46,41,19,18,19,18,67,19,19,normal,-3878.5,0.0,0.0,-3878.5,200,157,34,33,34,33,67,19,19
D20000_seed0_beam_negamax_vs_alpha_beta,49,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,117,31,31,normal,-3303.0,0.0,0.0,-3303.0,154,140,38,37,38,37,117,31,31
D20000_seed0_beam_negamax_vs_alpha_beta,51,normal,False,False,4,normal,-3113.0,0.0,0.0,-3113.0,143,129,41,40,41,40,139,37,37,normal,-2284.0,0.0,0.0,-2284.0,104,92,34,33,34,33,139,37,37
D20000_seed0_beam_negamax_vs_alpha_beta,53,normal,False,False,1,normal,-936.5,0.0,0.0,-936.5,41,34,20,19,20,19,116,31,31,normal,-3263.0,0.0,0.0,-3263.0,152,138,38,37,38,37,116,31,31
