profile,position_id,ply,beam_width,ordering_call_count,mean_top_score_gap_at_ply
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,5,2,6,396.5357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,6,1,24,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,6,2,10,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,7,1,34,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,7,2,8,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,1,4,6,546.0833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,2,2,15,1194.8333333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,3,1,24,1058.5416666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,4,1,20,1465.0208333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,4,2,4,1465.0208333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,5,1,22,396.5357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,5,2,6,396.5357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,6,1,24,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,6,2,10,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,7,1,34,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t439,7,2,8,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,1,4,6,546.0833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,2,2,15,1194.8333333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,3,1,24,1058.5416666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,4,1,20,1465.8541666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,4,2,4,1465.8541666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,5,1,22,396.5357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,5,2,6,396.5357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,6,1,24,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,6,2,10,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,7,1,34,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t438,7,2,8,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,1,4,6,631.5833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,2,2,12,1553.0833333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,3,1,20,756.825
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,4,1,15,1696.575
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,4,2,5,1696.575
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,5,1,22,221.98
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,5,2,3,221.98
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,6,1,18,355889.125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,6,2,10,355889.125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,7,1,33,83385.11111111111
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t437,7,2,3,83385.11111111111
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,1,4,6,631.5833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,2,2,12,1566.1666666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,3,1,19,754.6578947368421
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,4,1,14,1777.157894736842
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,4,2,5,1777.157894736842
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,5,1,21,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,5,2,3,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,6,1,17,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,6,2,10,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,7,1,32,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t436,7,2,3,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,1,4,6,631.5833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,2,2,12,1566.1666666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,3,1,19,754.6578947368421
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,4,1,14,1778.2105263157894
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,4,2,5,1778.2105263157894
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,5,1,21,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,5,2,3,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,6,1,17,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,6,2,10,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,7,1,32,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t435,7,2,3,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,1,4,6,631.5833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,2,2,12,1566.1666666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,3,1,19,754.6578947368421
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,4,1,14,1779.2631578947369
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,4,2,5,1779.2631578947369
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,5,1,21,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,5,2,3,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,6,1,17,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,6,2,10,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,7,1,32,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t434,7,2,3,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,1,4,6,631.5833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,2,2,12,1566.1666666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,3,1,19,754.6578947368421
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,4,1,14,1780.3157894736842
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,4,2,5,1780.3157894736842
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,5,1,21,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,5,2,3,228.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,6,1,17,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,6,2,10,368951.51851851854
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,7,1,32,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t433,7,2,3,85764.72857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,0,6,1,1354.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,1,4,6,425.75
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,2,2,15,1235.7
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,3,1,22,1049.3863636363637
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,4,1,18,1247.159090909091
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,4,2,4,1247.159090909091
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,5,1,20,659.5384615384615
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,5,2,6,659.5384615384615
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,6,1,24,249069.515625
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,6,2,8,249069.515625
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,7,1,29,153484.7435897436
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t432,7,2,10,153484.7435897436
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,0,6,1,381.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,1,4,6,541.9166666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,2,2,15,1056.5666666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,3,1,26,1205.0961538461538
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,4,1,23,1015.5192307692307
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,4,2,3,1015.5192307692307
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,5,1,22,923.8275862068965
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,5,2,7,923.8275862068965
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,6,1,30,166382.04166666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,6,2,6,166382.04166666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,7,1,28,166174.63095238095
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t431,7,2,14,166174.63095238095
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,0,6,1,215.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,1,4,6,633.9166666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,2,2,12,1662.2916666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,3,1,18,785.1111111111111
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,4,1,13,1658.5555555555557
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,4,2,5,1658.5555555555557
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,5,1,20,271.2608695652174
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,5,2,3,271.2608695652174
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,6,1,17,383141.57692307694
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,6,2,9,383141.57692307694
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,7,1,30,90935.75757575757
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t430,7,2,3,90935.75757575757
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,0,6,1,618.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,1,4,5,269.2
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,2,2,14,1385.5357142857142
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,3,1,20,1176.8
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,4,1,16,1178.9
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,4,2,4,1178.9
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,5,1,19,836.4791666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,5,2,5,836.4791666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,6,1,23,274807.1551724138
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,6,2,6,274807.1551724138
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,7,1,23,151147.12121212122
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t429,7,2,10,151147.12121212122
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,0,6,1,480.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,1,4,6,553.25
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,2,2,14,1002.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,3,1,25,1083.56
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,4,1,22,1313.84
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,4,2,3,1313.84
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,5,1,22,751.0357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,5,2,6,751.0357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,6,1,27,176328.2794117647
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,6,2,7,176328.2794117647
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,7,1,31,145974.0243902439
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t428,7,2,10,145974.0243902439
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,0,6,1,1354.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,1,4,6,438.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,2,2,15,1232.1333333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,3,1,23,1136.2826086956522
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,4,1,19,1339.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,4,2,4,1339.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,5,1,21,678.2592592592592
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,5,2,6,678.2592592592592
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,6,1,25,241625.12121212122
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,6,2,8,241625.12121212122
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,7,1,30,149654.5875
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t427,7,2,10,149654.5875
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,0,6,1,361.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,1,4,6,551.9166666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,2,2,14,1086.4285714285713
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,3,1,25,1134.64
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,4,1,22,1159.68
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,4,2,3,1159.68
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,5,1,22,1025.142857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,5,2,6,1025.142857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,6,1,28,176151.70588235295
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,6,2,6,176151.70588235295
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,7,1,27,149598.0625
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t426,7,2,13,149598.0625
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,0,6,1,235.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,1,4,6,633.9166666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,2,2,12,1665.625
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,3,1,18,800.1111111111111
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,4,1,13,1661.888888888889
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,4,2,5,1661.888888888889
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,5,1,20,284.7391304347826
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,5,2,3,284.7391304347826
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,6,1,17,383143.8846153846
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,6,2,9,383143.8846153846
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,7,1,30,90941.81818181818
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t425,7,2,3,90941.81818181818
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,0,6,1,618.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,1,4,5,289.2
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,2,2,14,1385.5357142857142
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,3,1,20,1187.8
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,4,1,16,1190.4
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,4,2,4,1190.4
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,5,1,19,844.8125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,5,2,5,844.8125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,6,1,23,274814.0517241379
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,6,2,6,274814.0517241379
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,7,1,23,151150.75757575757
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t424,7,2,10,151150.75757575757
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,0,6,1,480.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,1,4,6,1007.3333333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,2,2,14,1011.0714285714286
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,3,1,25,1087.58
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,4,1,22,1322.24
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,4,2,3,1322.24
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,5,1,22,762.4642857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,5,2,6,762.4642857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,6,1,27,176334.16176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,6,2,7,176334.16176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,7,1,31,145977.68292682926
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t423,7,2,10,145977.68292682926
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,0,6,1,251.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,1,4,6,579.3333333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,2,2,15,1191.4666666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,3,1,23,1086.5434782608695
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,4,1,19,1364.9565217391305
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,4,2,4,1364.9565217391305
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,5,1,22,725.4814814814815
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,5,2,5,725.4814814814815
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,6,1,24,249254.3125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,6,2,8,249254.3125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,7,1,30,127972.82051282052
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t422,7,2,9,127972.82051282052
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t421,0,5,1,1020.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t421,1,4,4,283.75
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t421,2,2,13,1264.3461538461538
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t421,3,1,25,657.78
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t421,4,1,25,1247.96
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t421,5,1,23,924.14
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t421,5,2,2,924.14
