runtime,dict_size,seed,first_agent,second_agent,winner,loss_reason,turn_count,first_avg_time_sec,second_avg_time_sec,first_timeout_count,second_timeout_count,match_elapsed_time_sec
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,greedy,alpha_beta,second,ended_with_n,105,0.00019894022591201201,0.09273613138625827,0,0,4.833982083015144
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,greedy,beam_negamax,second,ended_with_n,95,0.00019495055312290788,0.1106111621905237,0,0,5.209347042022273
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,greedy,pvs,second,ended_with_n,105,0.0001861108269296446,0.09848975321466032,0,0,5.132817915990017
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,alpha_beta,greedy,first,ended_with_n,88,0.0943003863715355,3.862126719799232e-05,0,0,4.152156166033819
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,alpha_beta,beam_negamax,first,ended_with_n,150,0.10153111885456989,0.10272588453255593,0,0,15.322903041960672
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,alpha_beta,pvs,second,ended_with_n,321,0.1306650908512023,0.15453201198106398,0,0,45.76795225008391
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,beam_negamax,greedy,first,ended_with_n,82,0.10687064039293767,3.907735822949468e-05,0,0,4.384259917074814
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,beam_negamax,alpha_beta,second,ended_with_n,149,0.10030393555915604,0.09567972638084225,0,0,14.605429915944114
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,beam_negamax,pvs,second,ended_with_n,149,0.11196166886482388,0.1147096401027001,0,0,16.889137665973976
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,pvs,greedy,first,ended_with_n,88,0.11463718751805242,4.881455838172273e-05,0,0,5.047696667024866
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,pvs,alpha_beta,second,ended_with_n,321,0.18554364545675722,0.15882617970710272,0,0,55.29217295895796
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed2.runtime.json,20000,2,pvs,beam_negamax,first,ended_with_n,150,0.11663996941565226,0.11190170387737453,0,0,17.143731457996182
