dict_size,random_seed,char,start_count,end_count,total_count,start_rate,end_rate,total_rate
20000,2,つ,197,893,1090,0.009850,0.044650,0.027250
20000,2,て,343,98,441,0.017150,0.004900,0.011025
20000,2,で,167,40,207,0.008350,0.002000,0.005175
20000,2,と,414,588,1002,0.020700,0.029400,0.025050
20000,2,ど,240,284,524,0.012000,0.014200,0.013100
20000,2,な,281,96,377,0.014050,0.004800,0.009425
20000,2,に,321,35,356,0.016050,0.001750,0.008900
20000,2,ぬ,28,16,44,0.001400,0.000800,0.001100
20000,2,ね,137,84,221,0.006850,0.004200,0.005525
20000,2,の,130,97,227,0.006500,0.004850,0.005675
20000,2,は,536,35,571,0.026800,0.001750,0.014275
20000,2,ば,223,106,329,0.011150,0.005300,0.008225
20000,2,ぱ,123,22,145,0.006150,0.001100,0.003625
20000,2,ひ,418,46,464,0.020900,0.002300,0.011600
20000,2,び,126,108,234,0.006300,0.005400,0.005850
20000,2,ぴ,46,18,64,0.002300,0.000900,0.001600
20000,2,ふ,572,93,665,0.028600,0.004650,0.016625
20000,2,ぶ,233,125,358,0.011650,0.006250,0.008950
20000,2,ぷ,93,127,220,0.004650,0.006350,0.005500
20000,2,へ,148,0,148,0.007400,0.000000,0.003700
20000,2,べ,109,25,134,0.005450,0.001250,0.003350
20000,2,ぺ,37,6,43,0.001850,0.000300,0.001075
20000,2,ほ,341,17,358,0.017050,0.000850,0.008950
20000,2,ぼ,166,43,209,0.008300,0.002150,0.005225
20000,2,ぽ,51,21,72,0.002550,0.001050,0.001800
20000,2,ま,361,151,512,0.018050,0.007550,0.012800
20000,2,み,325,254,579,0.016250,0.012700,0.014475
20000,2,む,156,241,397,0.007800,0.012050,0.009925
20000,2,め,187,141,328,0.009350,0.007050,0.008200
20000,2,も,224,35,259,0.011200,0.001750,0.006475
20000,2,や,164,326,490,0.008200,0.016300,0.012250
20000,2,ゆ,194,152,346,0.009700,0.007600,0.008650
20000,2,よ,259,293,552,0.012950,0.014650,0.013800
20000,2,ら,159,191,350,0.007950,0.009550,0.008750
20000,2,り,361,562,923,0.018050,0.028100,0.023075
20000,2,る,39,430,469,0.001950,0.021500,0.011725
20000,2,れ,173,114,287,0.008650,0.005700,0.007175
20000,2,ろ,158,158,316,0.007900,0.007900,0.007900
20000,2,わ,158,86,244,0.007900,0.004300,0.006100
20000,2,ん,0,3063,3063,0.000000,0.153150,0.076575
