dict_size,random_seed,char,start_count,end_count,win_move_count_to_char,total_move_count_to_char,win_rate_to_char
200,1,し,15,3,0,3,0.000000
200,1,じ,7,1,0,1,0.000000
200,1,す,3,6,0,6,0.000000
200,1,せ,5,0,0,0,0.000000
200,1,ぜ,1,0,0,0,0.000000
200,1,そ,2,1,0,1,0.000000
200,1,ぞ,1,0,0,0,0.000000
200,1,た,4,2,0,2,0.000000
200,1,だ,1,0,0,0,0.000000
200,1,ち,4,3,0,3,0.000000
200,1,つ,2,9,0,9,0.000000
200,1,て,2,1,0,1,0.000000
200,1,で,2,1,1,1,1.000000
200,1,と,4,6,6,6,1.000000
200,1,ど,3,2,0,2,0.000000
200,1,な,5,1,0,1,0.000000
200,1,に,2,1,1,1,1.000000
200,1,ね,4,1,0,1,0.000000
200,1,の,1,0,0,0,0.000000
200,1,は,6,0,0,0,0.000000
200,1,ば,2,0,0,0,0.000000
200,1,ぱ,2,0,0,0,0.000000
200,1,ひ,7,1,0,1,0.000000
200,1,ふ,5,2,2,2,1.000000
200,1,ぶ,2,1,0,1,0.000000
200,1,ぷ,1,1,1,1,1.000000
200,1,へ,2,0,0,0,0.000000
200,1,べ,1,0,0,0,0.000000
200,1,ぺ,1,0,0,0,0.000000
200,1,ほ,8,1,0,1,0.000000
200,1,ぼ,2,0,0,0,0.000000
200,1,ま,6,1,0,1,0.000000
200,1,み,1,0,0,0,0.000000
200,1,む,3,8,0,8,0.000000
200,1,め,4,2,0,2,0.000000
200,1,も,5,2,0,2,0.000000
200,1,や,1,2,1,2,0.500000
200,1,よ,3,3,3,3,1.000000
200,1,ら,2,4,0,4,0.000000
200,1,り,3,4,0,4,0.000000
200,1,る,0,12,12,12,1.000000
200,1,れ,2,0,0,0,0.000000
200,1,ろ,1,3,0,3,0.000000
200,1,わ,1,0,0,0,0.000000
200,1,ん,0,24,0,24,0.000000
200,2,あ,5,4,0,4,0.000000
200,2,い,14,23,0,23,0.000000
200,2,う,3,18,0,18,0.000000
200,2,え,1,2,2,2,1.000000
200,2,お,7,1,0,1,0.000000
200,2,か,8,5,1,5,0.200000
200,2,が,2,1,1,1,1.000000
200,2,き,5,12,0,12,0.000000
200,2,ぎ,1,4,4,4,1.000000
200,2,く,4,12,0,12,0.000000
200,2,ぐ,0,1,1,1,1.000000
200,2,け,3,0,0,0,0.000000
200,2,げ,4,1,1,1,1.000000
200,2,こ,10,2,0,2,0.000000
200,2,ご,0,2,2,2,1.000000
200,2,さ,1,0,0,0,0.000000
200,2,ざ,1,0,0,0,0.000000
200,2,し,12,0,0,0,0.000000
200,2,じ,12,4,0,4,0.000000
200,2,す,5,2,0,2,0.000000
200,2,ず,0,1,1,1,1.000000
200,2,せ,1,1,1,1,1.000000
200,2,そ,2,1,0,1,0.000000
200,2,ぞ,2,0,0,0,0.000000
200,2,た,3,3,0,3,0.000000
200,2,だ,3,1,0,1,0.000000
200,2,ち,4,3,3,3,1.000000
200,2,つ,1,8,0,8,0.000000
200,2,て,8,0,0,0,0.000000
200,2,で,3,0,0,0,0.000000
200,2,と,3,6,0,6,0.000000
200,2,ど,2,3,3,3,1.000000
200,2,な,3,2,2,2,1.000000
200,2,に,3,1,1,1,1.000000
200,2,ぬ,0,1,1,1,1.000000
200,2,ね,1,0,0,0,0.000000
200,2,の,1,0,0,0,0.000000
200,2,は,4,0,0,0,0.000000
200,2,ぱ,5,0,0,0,0.000000
200,2,ひ,5,0,0,0,0.000000
200,2,び,1,0,0,0,0.000000
200,2,ぴ,1,0,0,0,0.000000
200,2,ふ,2,2,2,2,1.000000
200,2,ぶ,4,3,0,3,0.000000
200,2,ぷ,1,2,2,2,1.000000
200,2,べ,1,1,0,1,0.000000
200,2,ほ,8,0,0,0,0.000000
200,2,ぼ,4,2,2,2,1.000000
200,2,ぽ,1,0,0,0,0.000000
200,2,ま,7,1,0,1,0.000000
200,2,み,1,0,0,0,0.000000
200,2,む,0,2,2,2,1.000000
200,2,め,1,0,0,0,0.000000
200,2,も,1,0,0,0,0.000000
200,2,や,4,4,0,4,0.000000
200,2,ゆ,2,2,2,2,1.000000
200,2,よ,1,3,0,3,0.000000
200,2,ら,0,3,3,3,1.000000
200,2,り,4,5,0,5,0.000000
200,2,る,0,11,11,11,1.000000
200,2,れ,3,1,1,1,1.000000
200,2,ろ,0,3,3,3,1.000000
200,2,わ,1,0,0,0,0.000000
200,2,ん,0,30,0,30,0.000000
200,3,あ,4,2,0,0,0.000000
200,3,い,11,27,0,0,0.000000
200,3,う,4,19,0,0,0.000000
200,3,え,0,1,0,0,0.000000
200,3,お,6,1,0,0,0.000000
200,3,か,7,1,0,0,0.000000
200,3,が,3,1,0,0,0.000000
200,3,き,3,8,0,0,0.000000
200,3,ぎ,3,0,0,0,0.000000
200,3,く,3,18,0,0,0.000000
200,3,ぐ,0,1,0,0,0.000000
200,3,け,4,0,0,0,0.000000
200,3,げ,1,1,0,0,0.000000
200,3,こ,4,4,0,0,0.000000
200,3,ご,1,0,0,0,0.000000
200,3,さ,3,0,0,0,0.000000
200,3,し,13,2,0,0,0.000000
200,3,じ,6,2,0,0,0.000000
200,3,す,8,10,0,0,0.000000
200,3,せ,3,0,0,0,0.000000
200,3,そ,6,0,0,0,0.000000
200,3,ぞ,1,0,0,0,0.000000
200,3,た,7,3,0,0,0.000000
200,3,だ,3,0,0,0,0.000000
200,3,ち,7,6,0,0,0.000000
200,3,つ,3,13,0,0,0.000000
200,3,て,1,1,0,0,0.000000
200,3,で,2,0,0,0,0.000000
200,3,と,6,4,0,0,0.000000
200,3,ど,4,4,0,0,0.000000
200,3,な,2,0,0,0,0.000000
200,3,に,3,3,0,0,0.000000
200,3,ね,1,1,0,0,0.000000
200,3,の,1,0,0,0,0.000000
200,3,は,6,0,0,0,0.000000
200,3,ば,1,2,0,0,0.000000
200,3,ぱ,1,0,0,0,0.000000
200,3,ひ,3,0,0,0,0.000000
200,3,び,0,2,0,0,0.000000
200,3,ぴ,1,0,0,0,0.000000
200,3,ふ,6,2,0,0,0.000000
200,3,ぶ,1,2,0,0,0.000000
200,3,ぷ,1,2,0,0,0.000000
200,3,へ,1,0,0,0,0.000000
200,3,ぺ,1,0,0,0,0.000000
200,3,ほ,3,0,0,0,0.000000
200,3,ま,3,1,0,0,0.000000
200,3,み,3,1,0,0,0.000000
200,3,む,2,6,0,0,0.000000
200,3,め,3,1,0,0,0.000000
200,3,も,2,1,0,0,0.000000
200,3,や,1,5,0,0,0.000000
200,3,ゆ,0,1,0,0,0.000000
200,3,よ,6,0,0,0,0.000000
200,3,ら,2,1,0,0,0.000000
200,3,り,6,2,0,0,0.000000
200,3,る,1,15,0,0,0.000000
200,3,れ,5,0,0,0,0.000000
200,3,ろ,1,1,0,0,0.000000
200,3,わ,5,0,0,0,0.000000
200,3,ん,0,22,0,0,0.000000
200,3,ゔ,1,0,0,0,0.000000
200,4,あ,3,7,0,7,0.000000
200,4,い,7,19,0,19,0.000000
200,4,う,5,18,0,18,0.000000
200,4,え,2,1,1,1,1.000000
200,4,お,7,2,0,2,0.000000
200,4,か,10,3,0,3,0.000000
200,4,が,1,0,0,0,0.000000
200,4,き,4,10,0,10,0.000000
200,4,ぎ,0,2,2,2,1.000000
200,4,く,2,16,0,16,0.000000
200,4,ぐ,1,2,2,2,1.000000
200,4,け,3,0,0,0,0.000000
200,4,げ,2,0,0,0,0.000000
200,4,こ,8,2,0,2,0.000000
200,4,ご,1,0,0,0,0.000000
200,4,さ,8,1,0,1,0.000000
200,4,ざ,3,0,0,0,0.000000
200,4,し,14,4,0,4,0.000000
200,4,じ,10,3,0,3,0.000000
200,4,す,5,8,0,8,0.000000
200,4,ず,2,0,0,0,0.000000
200,4,せ,11,2,0,2,0.000000
200,4,ぜ,1,1,0,1,0.000000
200,4,そ,3,1,0,1,0.000000
200,4,ぞ,1,0,0,0,0.000000
200,4,た,8,0,0,0,0.000000
200,4,だ,4,2,0,2,0.000000
200,4,ち,4,2,2,2,1.000000
200,4,つ,0,7,7,7,1.000000
200,4,て,4,1,1,1,1.000000
200,4,で,2,1,0,1,0.000000
200,4,と,2,8,8,8,1.000000
200,4,ど,2,0,0,0,0.000000
200,4,な,2,1,0,1,0.000000
200,4,に,4,3,1,3,0.333333
200,4,ぬ,0,1,1,1,1.000000
200,4,ね,2,1,0,1,0.000000
200,4,の,3,0,0,0,0.000000
200,4,は,6,0,0,0,0.000000
200,4,ば,4,0,0,0,0.000000
200,4,ぱ,1,0,0,0,0.000000
200,4,ひ,3,0,0,0,0.000000
200,4,び,1,1,1,1,1.000000
200,4,ふ,4,0,0,0,0.000000
200,4,ぶ,0,1,1,1,1.000000
200,4,ぷ,2,1,0,1,0.000000
200,4,へ,1,0,0,0,0.000000
200,4,べ,1,0,0,0,0.000000
200,4,ほ,2,0,0,0,0.000000
200,4,ぼ,0,1,1,1,1.000000
200,4,ま,4,0,0,0,0.000000
200,4,み,3,2,2,2,1.000000
200,4,む,0,3,3,3,1.000000
200,4,め,3,3,3,3,1.000000
200,4,も,0,1,1,1,1.000000
200,4,や,1,3,3,3,1.000000
200,4,ゆ,1,3,3,3,1.000000
200,4,よ,5,2,0,2,0.000000
200,4,ら,0,3,3,3,1.000000
200,4,り,3,3,0,3,0.000000
200,4,る,0,15,15,15,1.000000
200,4,れ,1,2,2,2,1.000000
200,4,ろ,2,0,0,0,0.000000
200,4,わ,0,1,1,1,1.000000
200,4,ん,0,26,0,26,0.000000
200,4,ゔ,1,0,0,0,0.000000
