matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,nodes_searched,leaf_evaluations,ordering_evaluations,full_survival_evaluations,simple_survival_evaluations,completed_root_moves,ordering_time_sec,evaluation_time_sec,search_time_sec,total_search_time_sec,elapsed_ratio,risk_level,attack_score,survival_score,survival_weight,total_score,opponent_legal_word_count,opponent_safe_word_count,opponent_active_edge_type_count,opponent_safe_edge_type_count,opponent_destination_count,opponent_safe_destination_count,own_safe_word_count,own_safe_edge_type_count,own_safe_destination_count,root_candidate_count,searched_root_candidate_count,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_search_count,null_window_searches,research_count,research_rate,beam_widths_used,evaluated_moves,chain_so_far
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,24,second,alpha_beta,る,4285,63,1,5,4,,,る,い,い,0.179928,False,-734.0,4,4,False,10480,1834,1489,12383,0,0,12,0.03236541501246393,0.13778399187140167,0.17988462501671165,0.17992758296895772,0.17992758296895772,normal,-11279.5,0.0,0.0,-11279.5,588,487,59,58,59,58,22,11,11,12,12,249,10480,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,25,first,beam_negamax,い,131,1,63,6,5,,,い,る,る,0.082359,False,-546.5,4,4,False,0,1260,768,13396,0,0,12,0.035125786904245615,0.04180134180933237,0.08219045808073133,0.08235924993641675,0.08235924993641675,normal,-596.5,0.0,0.0,-596.5,28,21,12,11,12,11,487,58,58,59,12,0,0,12136,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,26,second,alpha_beta,る,4285,63,1,4,3,,,る,い,い,0.183427,False,-734.0,4,4,False,10480,1834,1489,12383,0,0,12,0.0331677810754627,0.14023029303643852,0.18338029098231345,0.18342733301687986,0.18342733301687986,normal,-11259.5,0.0,0.0,-11259.5,587,486,59,58,59,58,21,11,11,12,12,249,10480,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,27,first,beam_negamax,い,131,1,63,5,4,,,い,る,る,0.083924,False,-526.5,4,4,False,0,1260,768,13396,0,0,12,0.03592262614984065,0.0425002072006464,0.08373266702983528,0.083924166043289,0.083924166043289,normal,-576.5,0.0,0.0,-576.5,27,20,12,11,12,11,486,58,58,59,12,0,0,12136,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,28,second,alpha_beta,る,4285,63,1,3,2,,,る,い,い,0.177885,False,-734.0,4,4,False,10480,1834,1489,12383,0,0,12,0.03198287985287607,0.13619522366207093,0.17783391603734344,0.1778845830122009,0.1778845830122009,normal,-11239.5,0.0,0.0,-11239.5,586,485,59,58,59,58,20,11,11,12,12,249,10480,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,29,first,beam_negamax,い,131,1,63,4,3,,,い,る,る,0.080738,False,-506.5,4,4,False,0,1260,768,13396,0,0,12,0.03451817075256258,0.040955287870019674,0.08056912501342595,0.08073762489948422,0.08073762489948422,normal,-556.5,0.0,0.0,-556.5,26,19,12,11,12,11,485,58,58,59,12,0,0,12136,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,30,second,alpha_beta,る,4285,63,1,2,1,,,る,い,い,0.177757,False,-734.0,4,4,False,10480,1834,1489,12383,0,0,12,0.032293036696501076,0.13568898232188076,0.17770825000479817,0.1777568330289796,0.1777568330289796,normal,-11219.5,0.0,0.0,-11219.5,585,484,59,58,59,58,19,11,11,12,12,249,10480,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,31,first,beam_negamax,い,131,1,63,3,2,,,い,る,る,0.081181,False,-486.5,4,4,False,0,1260,768,13395,0,0,12,0.03471278178039938,0.04112703411374241,0.08101533399894834,0.08118129195645452,0.08118129195645452,normal,-536.5,0.0,0.0,-536.5,25,18,12,11,12,11,484,58,58,59,12,0,0,12135,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,32,second,alpha_beta,る,4285,63,1,1,0,,,る,い,い,0.187687,False,-734.0,4,4,False,10423,1820,1476,12312,0,0,12,0.034097384195774794,0.14325046935118735,0.18763929198030382,0.18768741702660918,0.18768741702660918,normal,-11199.5,0.0,0.0,-11199.5,584,483,59,58,59,58,18,11,11,12,12,248,10423,0,0,0,0,0.0,{},12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,33,first,beam_negamax,い,131,1,63,2,1,,,い,る,る,0.093663,False,-456.5,4,4,False,0,1260,768,13307,0,0,12,0.04033121594693512,0.04699678800534457,0.09349637501873076,0.09366345801390707,0.09366345801390707,normal,-506.5,0.0,0.0,-506.5,24,17,11,10,11,10,483,58,58,59,12,0,0,12047,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,34,second,alpha_beta,る,4284,63,0,1,0,,,る,あ,あ,0.17139,False,-734.0,4,4,False,9261,1679,1359,11007,0,0,11,0.030701214913278818,0.13110117160249501,0.17134233296383172,0.17138970794621855,0.17138970794621855,normal,-11420.5,0.0,0.0,-11420.5,573,514,59,58,59,58,17,10,10,11,11,226,9261,0,0,0,0,0.0,{},11,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,35,first,beam_negamax,あ,63,0,63,14,13,,,あ,る,る,0.080575,False,-426.5,4,4,False,0,1260,768,13314,0,0,12,0.03514941781759262,0.04007881903089583,0.08040500001516193,0.08057487499900162,0.08057487499900162,normal,-476.5,0.0,0.0,-476.5,23,16,10,9,10,9,514,58,58,59,12,0,0,12054,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,36,second,alpha_beta,る,4291,63,7,1,0,,,る,き,き,0.149593,False,-734.0,4,4,False,8246,1554,1256,9865,0,0,10,0.026554043870419264,0.11470308469142765,0.1495539169991389,0.1495928328949958,0.1495928328949958,normal,-13240.0,0.0,0.0,-13240.0,696,576,59,58,59,58,16,9,9,10,10,206,8246,0,0,0,0,0.0,{},10,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,37,first,beam_negamax,き,539,7,63,12,11,,,き,る,る,0.080145,False,-396.5,4,4,False,0,1260,768,13125,0,0,12,0.034979155170731246,0.03975356568116695,0.07997658406384289,0.08014520793221891,0.08014520793221891,normal,-446.5,0.0,0.0,-446.5,22,15,9,8,9,8,576,58,58,59,12,0,0,11865,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,38,second,alpha_beta,る,4296,63,12,1,0,,,る,げ,げ,0.133764,False,-754.0,4,4,False,7473,1436,1155,8971,0,0,9,0.024102958850562572,0.10218074230942875,0.13372737495228648,0.13376412505749613,0.13376412505749613,normal,-3929.0,0.0,0.0,-3929.0,200,158,38,37,38,37,15,8,8,9,9,193,7473,0,0,0,0,0.0,{},9,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,39,first,beam_negamax,げ,879,12,63,2,1,,,げ,る,る,0.08125,False,-376.5,4,4,False,0,1247,760,13313,0,0,12,0.036159796407446265,0.039675252977758646,0.08113150007557124,0.08124979201238602,0.08124979201238602,normal,-416.5,0.0,0.0,-416.5,21,14,8,7,8,7,158,37,37,38,12,0,0,12065,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,40,second,alpha_beta,る,4343,63,59,2,1,,,る,ゆ,ゆ,0.120181,False,-754.0,4,4,False,6107,1195,959,7356,0,0,8,0.020882592303678393,0.09253516315948218,0.1201430419459939,0.12018116598483175,0.12018116598483175,normal,-4300.0,0.0,0.0,-4300.0,204,184,44,43,44,43,14,7,7,8,8,156,6107,0,0,0,0,0.0,{},8,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,41,first,beam_negamax,ゆ,4075,59,63,3,2,,,ゆ,る,る,0.081301,False,-346.5,4,4,False,0,1247,760,13022,0,0,12,0.03511974180582911,0.040707566193304956,0.08116233407054096,0.08130066702142358,0.08130066702142358,normal,-396.5,0.0,0.0,-396.5,20,13,8,7,8,7,184,43,43,44,12,0,0,11774,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,42,second,alpha_beta,る,4343,63,59,1,0,,,る,ゆ,ゆ,0.123685,False,-754.0,4,4,False,6059,1173,939,7286,0,96,8,0.02215386985335499,0.09456585627049208,0.12364524998702109,0.12368491606321186,0.12368491606321186,normal,-4280.0,0.0,0.0,-4280.0,203,183,44,43,44,43,13,7,7,8,8,154,6059,0,0,0,0,0.0,{},8,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,43,first,beam_negamax,ゆ,4075,59,63,2,1,,,ゆ,る,る,0.08982,False,-326.5,4,4,False,0,1234,752,12884,0,84,12,0.03803859616164118,0.04580755706410855,0.08966225001495332,0.0898200839292258,0.0898200839292258,normal,-366.5,0.0,0.0,-366.5,19,12,7,6,7,6,183,43,43,44,12,0,0,11649,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,44,second,alpha_beta,る,4286,63,2,2,1,,,る,う,う,0.092663,False,-754.0,4,4,False,4773,894,706,5713,0,361,7,0.016495957039296627,0.07107849337626249,0.0926270829513669,0.09266345901414752,0.09266345901414752,normal,-5756.5,0.0,0.0,-5756.5,276,249,53,52,53,52,12,6,6,7,7,121,4773,0,0,0,0,0.0,{},7,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,45,first,beam_negamax,う,199,2,63,3,2,,,う,る,る,0.086332,False,-296.5,4,4,False,0,1234,752,12825,0,655,12,0.03458653611596674,0.04635763086844236,0.08617958298418671,0.08633174991700798,0.08633174991700798,normal,-346.5,0.0,0.0,-346.5,18,11,7,6,7,6,249,52,52,53,12,0,0,11590,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,46,second,alpha_beta,る,4286,63,2,1,0,,,る,う,う,0.087749,False,-754.0,4,4,False,4709,893,706,5648,0,546,7,0.015269796829670668,0.06776338734198362,0.08771349990274757,0.0877489160047844,0.0877489160047844,normal,-5736.5,0.0,0.0,-5736.5,275,248,53,52,53,52,11,6,6,7,7,119,4709,0,0,0,0,0.0,{},7,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,47,first,beam_negamax,う,199,2,63,2,1,,,う,る,る,0.088379,False,-266.5,4,4,False,0,1221,744,12612,0,1307,12,0.03322420199401677,0.049924065941013396,0.08820916700642556,0.08837912499438971,0.08837912499438971,normal,-316.5,0.0,0.0,-316.5,17,10,6,5,6,5,248,52,52,53,12,0,0,11390,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,48,second,alpha_beta,る,4293,63,9,1,0,,,る,く,く,0.063942,False,-754.0,4,4,False,3770,682,521,4497,0,365,6,0.012146077351644635,0.04828732938040048,0.06390050007030368,0.06394224998075515,0.06394224998075515,caution,-6524.0,348.7388888888889,0.35,-6401.9413888888885,316,284,55,54,55,54,10,5,5,6,6,99,3770,0,0,0,0,0.0,{},6,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→く
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,49,first,beam_negamax,く,675,9,63,8,7,,,く,る,る,0.086606,False,-246.5,4,4,False,0,1208,736,12461,0,1034,12,0.03421287366654724,0.04718499490991235,0.08643091702833772,0.0866061249980703,0.0866061249980703,normal,-286.5,0.0,0.0,-286.5,16,9,5,4,5,4,284,54,54,55,12,0,0,11252,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,50,second,alpha_beta,る,4303,63,19,5,4,,,る,す,す,0.029003,False,-754.0,4,4,False,1147,277,224,1442,16,65,5,0.0039164600893855095,0.02358388004358858,0.028966624988242984,0.02900320803746581,0.02900320803746581,caution,-8235.0,343.96923076923076,0.35,-8114.61076923077,412,362,53,52,53,52,9,4,4,5,5,26,1147,0,0,0,0,0.0,{},5,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→す
beam_negamax vs alpha_beta,beam_negamax,alpha_beta,D20000_seed1_beam_negamax_vs_alpha_beta_0,20000,1,first,ended_with_n,51,first,beam_negamax,す,1355,19,63,22,21,,,す,る,る,0.084701,False,-226.5,4,4,False,0,1208,736,12660,0,1041,12,0.03402324847411364,0.045567175606265664,0.08453245903365314,0.08470070909243077,0.08470070909243077,normal,-266.5,0.0,0.0,-266.5,15,8,5,4,5,4,362,52,52,53,12,0,0,11451,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→つ -> つ→る -> る→り -> り→る -> る→と -> と→る -> る→と -> と→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→な -> な→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→い -> い→る -> る→あ -> あ→る -> る→き -> き→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→す -> す→る
